Trans name,Altamaha_SW48_000107-3_p08
C5H8O1,7
C1H2O3,6
C5H13N1O2P1,6
Glycine_C2H3NO,6
malonyl group (-H2O),6
C3H3N,6
H2O3,6
C7H8O3,6
CH_2O3,6
H1O2N1,6
Glycine,6
C7H8,5
C5H6O1,5
C3H6O2,5
C4H6O2,5
C1H3N1O2,5
C4O2,5
H_1O_2Cl3,5
CH2O4,5
C5H4O1,5
C13H16N4O2,5
CH_4O3,5
C6H4O3,5
C5H12Cl1O1N2P1,5
C5H13N1O3P1,5
H2N2O_1,5
Inorganic Phosphate,5
C3H8O3,4
C2H2O3,4
C5H7N_1,4
malonyl_group_(_H2O)_C3H2O3,4
C2H7N1,4
C4H8O2,4
acetotacetate_(_H2O)_C4H4O2,4
H2O4,4
C4H9N1O_2,4
H6N2O_1,3
C3O3,3
C4H4O3,3
C6H10O1,3
acetotacetate (-H2O),3
C7H12O1S1,3
sulfate (-H2O),3
C6H14,3
C7H6,3
C5H5N_1O1,3
C7H4O2,3
C_1H1O2P1,3
C2H7O1N1,3
C3H6O4,3
#N/A-5,3
O3S1,3
#N/A-1,3
O2S1,3
C4H5N1O_1,3
C4H2O2,3
C13H14O2N4,3
C5H2O2,3
C3H5N1O_1,3
C12H8N4O1,3
C6H8,3
C5H10O1,3
C3H6O6P2,2
H4O7P2,2
C10H16,2
C1O6P2,2
C7H10O4,2
C6H12O4,2
C2H6O3S2,2
C2H4O3S2,2
C6H10O2,2
C6H6O2,2
C6H8O,2
C4H2O3,2
C7H8O1,2
C6H4O2,2
C5H6O2,2
C4H2O4,2
C10H13N5O6P1,2
C1H2O_1N2,2
C2H5N1O2,2
H2O2S1,2
C4H7N1,2
C2H3N1O2,2
C3H7N1,2
S2O32-,2
C2H6O3,2
CH,1
C8H6O3,1
C6H5O1N4,1
C10H12O1,1
H_1O_2Cl1,1
C8H5N1O2,1
C7H1N1O3,1
C7H12O3,1
H_3N_3O3,1
C6H8O4,1
C6H9N1O3,1
C_2N_1O1P1,1
O5P2,1
C8H15N1O1,1
C9H15N1O5S1,1
H1,1
C7H6O3,1
H_1Cl1O_1,1
C5H4O1N4,1
C4H8O5,1
adenine_(_H)_C5H4N5,1
H7O6P1,1
C7H3N1O2,1
C9H8O1,1
C8H5O1N1,1
C6H10O3,1
C2H_6O7,1
C6H11N1O2,1
Glutamic_Acid_C5H7NO3,1
C6H9O2N1,1
O1H1,1
C3H6O5S1,1
C6H8N4O1,1
H2O7P2,1
C5H11O8P1,1
Aspartic Acid,1
NO3-,1
Glutamic Acid,1
Serine,1
C1H4O8P2,1
Threonine,1
C9H11O2N3,1
Na_H,1
Valine,1
urea addition (-H),1
adenine (-H),1
C4O8,1
C6H14O2N4,1
C10H18O1,1
C6H10O_1Cl1N5,1
C3H7O6P1,1
guanosine (-H2O),1
C4H10O5P1,1
erythose (-H2O),1
C5H12N2S2,1
C10H13N1O1,1
C6H10O3S1,1
H2O6P2,1
transamination (-O),1
H2N1O_1,1
C4H3N3O2,1
C7H8O4,1
C6H8N1S1,1
H2O3S1,1
C1O_1N2,1
C5H10O2,1
C4H8O1N2,1
Valine_C5H9NO,1
C8H5N1O_1,1
C4H5N1O2,1
C2H5N1O1,1
C1H3Cl1,1
C4H3N1,1
C4H3O2N1,1
H4N1O3P1,1
C5H4O2,1
C4O3,1
C2H6O4,1
C4H2O1N2,1
H3O2P1,1
C4H3N3,1
C5H3Cl1O_2,1
C4H5N1,1
C3H3N1O1,1
C2H2O4,1
C7H7O_1N1,1
C5H13O_1N1,1
C3H6N1O2,1
C7H4,1
C3H7O1N1,1
C8H10O_2,1
C6H5N1O_1,1
C2H1O1Cl1,1
C6H4,1
C5H3N1,1
Threonine_C4H7NO2,1
C6O2,1
C8H10O1,1
C3H4O4,1
C4H8O4,1
H_1O3S1,1
C7H5N1O1,1
C8H6O1,1
C3H2O5,1
C5H8O1S1,1
C4H4O4,1
Aspartic_Acid_C4H5NO3,1
N2,1
C4H3F1N2O1,1
O_2S2,1
C8H16,1
C6H8O2,1
C5H4O3,1
C7H10O1,1
C5H6O1N2,1
H2O_1Cl1N1,1
C5H2O3,1
C8H12,1
C3H4N2O_1,1
C3H8O4,1
H_1O_3Cl3,1
C2H6N1O2P1,1
C2H3Cl_1O2S1,1
C4H11N1O2,1
C6H3N1O1,1
C8H8,1
C4H8O3,1
C7H4O1,1
C7H5N1O_3,1
