

Dataset: Altamaha_PP48_000107-2_p08.xml

Pre-alignment:

Start ppm error: 5.00000000

Error StdDev distribution along mass:

MassMedian,LowError,HighError,ErrorMean,ErrorStdDev,Count
182.08534100,-0.281930297461594,0.680041445931296,0.19668120,0.18612675,719
271.06839450,-0.356126303513215,0.629694079065197,0.13989733,0.18363841,724
295.07905600,-0.336117972614709,0.606672695963791,0.13560467,0.17469209,715
313.08967250,-0.335776785410517,0.602059597857044,0.12879512,0.17261334,711
329.09027100,-0.329942969882417,0.565565889220656,0.11521570,0.16655742,715
343.59794900,-0.356464143300923,0.570089997908696,0.10352708,0.17264204,692
356.60984350,-0.457021473580762,0.670500447628772,0.10882047,0.19081356,690
369.59674500,-0.457082671313245,0.596158224712015,0.06708361,0.18682696,703
382.57099100,-0.425993833634767,0.698496186922897,0.12945521,0.19041108,702
395.10708750,-0.448534786315649,0.673526876458847,0.11483074,0.19578951,708
407.63354950,-0.505527776912956,0.770426190564362,0.13081892,0.23493853,715
420.59739250,-0.482786879648337,0.753081975604197,0.13246123,0.22351533,714
433.13795550,-0.587086547190506,0.693130894511061,0.05948167,0.23910606,705
445.68863350,-0.59647721100373,0.837852815988414,0.12379477,0.26223357,694
458.64471800,-0.591726874631657,0.840553479205602,0.13026436,0.25959756,699
471.61618850,-0.732928464122334,0.933013361509767,0.09749520,0.29263289,698
485.11252450,-0.695475527665574,1.03641929962679,0.16408421,0.30577795,694
499.10597600,-0.90636257318913,1.07762511547057,0.08419077,0.34029322,701
514.15173200,-0.897394344577415,1.21174506790068,0.16794628,0.38706643,707
530.66467200,-0.96154826961016,1.15498894257348,0.10563145,0.38347234,703
551.15674450,-1.03754272723355,1.36448625788546,0.17227768,0.44770456,712
580.15328050,-1.28716044534985,1.50683373946558,0.11493057,0.50339194,722
666.16427900,-1.68897331452172,1.99509077525872,0.14736286,0.66635613,725
Calibration: calibrant peaks total 176 matched 175(174 distinct)
match_min_m=249.041029
match_max_m=643.0946077988
match_avg_err=1.24047897798929
match_med_err=1.20172759566404
match_std_err=0.524446672204201
linear_calibration=calibration iteration successful; original reference point count 175 removed points 62
linear_calibration=y = 2.18110563308798 + -0.00218312095282849 * x (relative error calibration - 1.0E-6)
linear_calibration_R^2=0.983018984187206
id	exp_ind	exp_val	the_val	err_ppm_exp	res_val	err_ppm_cal
C20H25O11	3294	441.1407701	441.1402400	1.202	441.1402328	-0.016
C20H23O11	3259	439.1251201	439.1245900	1.207	439.1245833	-0.015
C21H17O11	3360	445.0781699	445.0776300	1.213	445.0776316	0.004
C22H27O9	3205	435.1665910	435.1660600	1.220	435.1660552	-0.011
C21H25O10	3234	437.1458555	437.1453200	1.225	437.1453192	-0.002
C22H25O9	3166	433.1509409	433.1504100	1.226	433.1504057	-0.010
C22H23O9	3116	431.1352908	431.1347600	1.231	431.1347563	-0.009
C19H23O11	3028	427.1251201	427.1245900	1.241	427.1245867	-0.008
C20H25O10	2997	425.1458555	425.1453200	1.260	425.1453228	0.007
C21H25O9	2938	421.1509409	421.1504100	1.261	421.1504095	-0.001
C20H23O10	2968	423.1302054	423.1296700	1.265	423.1296734	0.008
C21H23O9	2906	419.1352908	419.1347600	1.266	419.1347602	0.000
C21H21O9	2862	417.1196408	417.1191100	1.272	417.1191108	0.002
C18H21O12	3066	429.1043984	429.1038500	1.278	429.1038645	0.034
C17H19O12	2816	415.0887346	415.0882000	1.288	415.0882054	0.013
C19H25O10	2787	413.1458555	413.1453200	1.296	413.1453270	0.017
C19H23O10	2749	411.1302054	411.1296700	1.302	411.1296777	0.019
C20H23O9	2688	407.1352908	407.1347600	1.304	407.1347647	0.012
C19H21O10	2718	409.1145554	409.1140200	1.309	409.1140285	0.021
C20H21O9	2649	405.1196408	405.1191100	1.310	405.1191154	0.013
C20H19O9	2602	403.1039907	403.1034600	1.317	403.1034662	0.015
C17H19O11	2518	399.0938199	399.0932900	1.328	399.0932972	0.018
C19H13O10	2552	401.0519551	401.0514200	1.334	401.0514315	0.029
C19H23O9	2458	395.1352908	395.1347600	1.343	395.1347698	0.025
C18H21O10	2488	397.1145554	397.1140200	1.348	397.1140335	0.034
C19H21O9	2426	393.1196408	393.1191100	1.350	393.1191207	0.027
C19H17O9	2353	389.0883406	389.0878100	1.364	389.0878225	0.032
C19H15O9	2311	387.0726906	387.0721600	1.371	387.0721734	0.035
C20H23O8	2399	391.1403762	391.1398400	1.371	391.1398571	0.044
C20H21O8	2358	389.1247261	389.1241900	1.378	389.1242080	0.046
C18H21O9	2208	381.1196408	381.1191100	1.393	381.1191266	0.044
dataset	count	min	max	med.err.BC	avg.err.BC	std.err.BC	med.err.AC	avg.err.AC	std.err.AC
	113	381.11911	621.10972	1.07585879935582	1.0946587082767	0.149450310809624	-0.0061868117672096	-1.22003892798802E-06	0.0194750532987508
quadratic_calibration=calibration iteration successful; original reference point count 175 removed points 15
quadratic_calibration=y = 3.75676318874149 + -0.0085781886865883 * x + 6.367652440374E-06 * x^2 (relative error calibration - 1.0E-6)
quadratic_calibration_R^2=0.997248420622766
id	exp_ind	exp_val	the_val	err_ppm_exp	res_val	err_ppm_cal
C29H23O17	5545	643.0946078	643.0940700	0.836	643.0940460	-0.037
C27H25O17	5480	621.1102579	621.1097200	0.866	621.1097080	-0.019
C27H23O17	5473	619.0946078	619.0940700	0.869	619.0940589	-0.018
C28H21O16	5445	613.0840431	613.0835100	0.870	613.0834968	-0.021
C27H21O17	5468	617.0789577	617.0784200	0.871	617.0784097	-0.017
C27H19O17	5456	615.0633077	615.0627700	0.874	615.0627605	-0.015
C29H37O14	5429	609.2194144	609.2188800	0.877	609.2188697	-0.017
C27H23O16	5399	603.0996932	603.0991600	0.884	603.0991508	-0.015
C26H23O17	5414	607.0946078	607.0940700	0.886	607.0940639	-0.010
C27H21O16	5388	601.0840431	601.0835100	0.887	601.0835014	-0.014
C26H21O17	5404	605.0789577	605.0784200	0.889	605.0784146	-0.009
C26H19O16	5310	587.0683930	587.0678600	0.908	587.0678557	-0.007
C26H17O16	5291	585.0527430	585.0522100	0.911	585.0522061	-0.007
C27H27O15	5334	591.1360787	591.1355400	0.911	591.1355402	0.000
C29H33O13	5327	589.1931996	589.1926600	0.916	589.1926617	0.003
C27H33O14	5265	581.1881143	581.1875800	0.919	581.1875783	-0.003
C25H23O16	5245	579.0996932	579.0991600	0.921	579.0991578	-0.004
C25H21O16	5233	577.0840431	577.0835100	0.924	577.0835081	-0.003
C25H19O16	5217	575.0683930	575.0678600	0.927	575.0678585	-0.003
C27H23O14	5175	571.1098639	571.1093300	0.935	571.1093302	0.000
C26H21O15	5197	573.0891285	573.0885900	0.940	573.0885944	0.008
C26H31O14	5130	567.1724642	567.1719300	0.942	567.1719311	0.002
C26H29O14	5106	565.1568141	565.1562800	0.945	565.1562814	0.003
C26H17O15	5146	569.0578284	569.0572900	0.946	569.0572950	0.009
C26H25O14	5072	561.1255140	561.1249800	0.952	561.1249819	0.003
C27H31O13	5089	563.1775496	563.1770100	0.958	563.1770172	0.013
C26H21O14	5032	557.0942139	557.0936800	0.958	557.0936823	0.004
C25H19O15	5051	559.0734784	559.0729400	0.963	559.0729466	0.012
C25H29O14	4995	553.1568141	553.1562800	0.966	553.1562831	0.006
C24H27O15	5016	555.1360787	555.1355400	0.970	555.1355474	0.013
C28H31O11	4892	543.1877203	543.1871900	0.976	543.1871902	0.000
C26H31O13	4974	551.1775496	551.1770100	0.979	551.1770187	0.016
C27H29O12	4915	545.1669849	545.1664500	0.981	545.1664546	0.008
C26H29O13	4952	549.1618995	549.1613600	0.982	549.1613688	0.016
C26H27O13	4934	547.1462494	547.1457100	0.986	547.1457190	0.016
C24H29O14	4863	541.1568141	541.1562800	0.987	541.1562841	0.008
C24H27O14	4837	539.1411641	539.1406300	0.991	539.1406342	0.008
C24H23O14	4784	535.1098639	535.1093300	0.998	535.1093343	0.008
C27H29O11	4703	529.1720703	529.1715400	1.002	529.1715408	0.002
C26H29O12	4764	533.1669849	533.1664500	1.003	533.1664553	0.010
C25H29O13	4814	537.1618995	537.1613600	1.004	537.1613697	0.018
C25H23O13	4730	531.1149493	531.1144100	1.015	531.1144198	0.018
C26H31O11	4564	519.1877203	519.1871900	1.021	519.1871910	0.002
C24H31O13	4667	527.1775496	527.1770100	1.024	527.1770202	0.019
C25H29O12	4583	521.1669849	521.1664500	1.026	521.1664556	0.011
C24H29O13	4635	525.1618995	525.1613600	1.027	525.1613701	0.019
C26H27O11	4507	515.1564202	515.1558900	1.029	515.1558909	0.002
C24H27O13	4608	523.1462494	523.1457100	1.031	523.1457201	0.019
C23H17O14	4529	517.0629137	517.0623800	1.032	517.0623844	0.009
C24H17O13	4471	513.0679991	513.0674600	1.051	513.0674697	0.019
C24H27O12	4390	507.1513348	507.1508000	1.055	507.1508053	0.010
C23H27O13	4447	511.1462494	511.1457100	1.055	511.1457200	0.020
C22H17O14	4355	505.0629137	505.0623800	1.057	505.0623842	0.008
C23H25O13	4419	509.1305994	509.1300600	1.059	509.1300699	0.019
C24H23O12	4332	503.1200347	503.1195000	1.063	503.1195050	0.010
C24H31O11	4196	495.1877203	495.1871900	1.071	495.1871903	0.001
C24H29O11	4164	493.1720703	493.1715400	1.075	493.1715401	0.000
C23H29O12	4227	497.1669849	497.1664500	1.076	497.1664550	0.010
C23H17O13	4293	501.0679991	501.0674600	1.076	501.0674694	0.019
C24H27O11	4135	491.1564202	491.1558900	1.079	491.1558899	0.000
C22H27O13	4263	499.1462494	499.1457100	1.081	499.1457196	0.019
C25H29O10	4104	489.1771556	489.1766200	1.095	489.1766252	0.011
C23H19O12	4060	487.0887346	487.0882000	1.097	487.0882040	0.008
C23H25O11	3920	477.1407701	477.1402400	1.111	477.1402389	-0.002
C21H25O13	4029	485.1305994	485.1300600	1.112	485.1300687	0.018
C23H23O11	3889	475.1251201	475.1245900	1.116	475.1245886	-0.003
C22H23O12	3943	479.1200347	479.1195000	1.116	479.1195036	0.007
C21H23O13	3998	483.1149493	483.1144100	1.116	483.1144185	0.018
C21H21O13	3968	481.0992992	481.0987600	1.121	481.0987683	0.017
C22H27O11	3745	467.1564202	467.1558900	1.135	467.1558881	-0.004
C21H13O13	3843	473.0366990	473.0361600	1.139	473.0361674	0.016
C22H25O11	3713	465.1407701	465.1402400	1.140	465.1402378	-0.005
C21H25O12	3778	469.1356848	469.1351500	1.140	469.1351528	0.006
C20H23O13	3814	471.1149493	471.1144100	1.145	471.1144175	0.016
C23H27O10	3683	463.1615056	463.1609700	1.156	463.1609731	0.007
C23H25O10	3645	461.1458555	461.1453200	1.161	461.1453228	0.006
C21H15O11	3320	443.0624960	443.0619800	1.165	443.0619616	-0.042
C21H27O11	3528	455.1564202	455.1558900	1.165	455.1558870	-0.007
C23H23O10	3603	459.1302054	459.1296700	1.166	459.1296726	0.006
C20H25O12	3564	457.1356848	457.1351500	1.170	457.1351517	0.004
C21H25O11	3491	453.1407701	453.1402400	1.170	453.1402367	-0.007
C22H27O10	3466	451.1615056	451.1609700	1.187	451.1609720	0.004
C22H25O10	3437	449.1458555	449.1453200	1.192	449.1453217	0.004
C20H15O12	3392	447.0574344	447.0569000	1.195	447.0569004	0.001
C20H25O11	3294	441.1407701	441.1402400	1.202	441.1402356	-0.010
C20H23O11	3259	439.1251201	439.1245900	1.207	439.1245853	-0.011
C21H17O11	3360	445.0781699	445.0776300	1.213	445.0776357	0.013
C22H27O9	3205	435.1665910	435.1660600	1.220	435.1660558	-0.010
C21H25O10	3234	437.1458555	437.1453200	1.225	437.1453206	0.001
C22H25O9	3166	433.1509409	433.1504100	1.226	433.1504056	-0.010
C22H23O9	3116	431.1352908	431.1347600	1.231	431.1347553	-0.011
C19H23O11	3028	427.1251201	427.1245900	1.241	427.1245842	-0.013
C20H25O10	2997	425.1458555	425.1453200	1.260	425.1453195	-0.001
C21H25O9	2938	421.1509409	421.1504100	1.261	421.1504046	-0.013
C20H23O10	2968	423.1302054	423.1296700	1.265	423.1296693	-0.002
C21H23O9	2906	419.1352908	419.1347600	1.266	419.1347543	-0.014
C21H21O9	2862	417.1196408	417.1191100	1.272	417.1191041	-0.014
C18H21O12	3066	429.1043984	429.1038500	1.278	429.1038627	0.030
C17H19O12	2816	415.0887346	415.0882000	1.288	415.0881978	-0.005
C19H25O10	2787	413.1458555	413.1453200	1.296	413.1453186	-0.003
C19H23O10	2749	411.1302054	411.1296700	1.302	411.1296684	-0.004
C20H23O9	2688	407.1352908	407.1347600	1.304	407.1347535	-0.016
C19H21O10	2718	409.1145554	409.1140200	1.309	409.1140182	-0.004
C20H21O9	2649	405.1196408	405.1191100	1.310	405.1191033	-0.017
C20H19O9	2602	403.1039907	403.1034600	1.317	403.1034531	-0.017
C17H19O11	2518	399.0938199	399.0932900	1.328	399.0932822	-0.020
C19H13O10	2552	401.0519551	401.0514200	1.334	401.0514175	-0.006
C19H23O9	2458	395.1352908	395.1347600	1.343	395.1347529	-0.018
C18H21O10	2488	397.1145554	397.1140200	1.348	397.1140175	-0.006
C19H21O9	2426	393.1196408	393.1191100	1.350	393.1191027	-0.018
C19H17O9	2353	389.0883406	389.0878100	1.364	389.0878025	-0.019
C19H15O9	2311	387.0726906	387.0721600	1.371	387.0721524	-0.020
C20H23O8	2399	391.1403762	391.1398400	1.371	391.1398381	-0.005
C20H21O8	2358	389.1247261	389.1241900	1.378	389.1241880	-0.005
C18H21O9	2208	381.1196408	381.1191100	1.393	381.1191025	-0.020
C17H19O10	2241	383.0989053	383.0983700	1.397	383.0983671	-0.008
C16H17O11	2274	385.0781699	385.0776300	1.402	385.0776316	0.004
C19H23O8	2180	379.1403762	379.1398400	1.414	379.1398379	-0.006
C19H21O8	2144	377.1247261	377.1241900	1.422	377.1241878	-0.006
C19H19O8	2102	375.1090761	375.1085400	1.429	375.1085378	-0.006
C16H21O10	2061	373.1145554	373.1140200	1.435	373.1140171	-0.008
C17H21O9	1991	369.1196408	369.1191100	1.438	369.1191026	-0.020
C16H19O10	2021	371.0989053	371.0983700	1.443	371.0983671	-0.008
C17H19O9	1960	367.1039907	367.1034600	1.446	367.1034526	-0.020
C19H23O7	1894	363.1454616	363.1449300	1.464	363.1449236	-0.018
C18H21O8	1927	365.1247261	365.1241900	1.468	365.1241881	-0.005
C19H21O7	1852	361.1298115	361.1292800	1.472	361.1292737	-0.018
C17H11O9	1797	359.0413904	359.0408600	1.477	359.0408527	-0.020
C16H21O9	1769	357.1196408	357.1191100	1.486	357.1191031	-0.019
C16H19O9	1730	355.1039907	355.1034600	1.494	355.1034532	-0.019
C17H19O8	1672	351.1090761	351.1085400	1.527	351.1085389	-0.003
C18H19O7	1612	347.1141614	347.1136300	1.531	347.1136247	-0.015
C17H17O8	1643	349.0934260	349.0928900	1.535	349.0928890	-0.003
C15H19O9	1532	343.1039907	343.1034600	1.547	343.1034544	-0.016
C14H17O10	1568	345.0832553	345.0827200	1.551	345.0827187	-0.004
C16H19O8	1461	339.1090761	339.1085400	1.581	339.1085403	0.001
C15H11O9	1390	335.0413904	335.0408600	1.583	335.0408552	-0.014
C16H17O8	1426	337.0934260	337.0928900	1.590	337.0928905	0.001
C17H17O7	1363	333.0985114	333.0979800	1.595	333.0979765	-0.011
C14H17O9	1298	329.0883406	329.0878100	1.612	329.0878064	-0.011
C15H19O8	1274	327.1090761	327.1085400	1.639	327.1085422	0.007
C16H19O7	1219	323.1141614	323.1136300	1.645	323.1136284	-0.005
C15H17O8	1242	325.0934260	325.0928900	1.649	325.0928925	0.008
C16H17O7	1184	321.0985114	321.0979800	1.655	321.0979787	-0.004
C15H11O8	1144	319.0464758	319.0459400	1.679	319.0459436	0.011
C13H15O9	1080	315.0726906	315.0721600	1.684	315.0721593	-0.002
C15H9O8	1102	317.0308258	317.0302900	1.690	317.0302940	0.013
C15H19O7	1037	311.1141614	311.1136300	1.708	311.1136312	0.004
C14H17O8	1059	313.0934260	313.0928900	1.712	313.0928953	0.017
C15H17O7	1008	309.0985114	309.0979800	1.719	309.0979817	0.006
C15H15O7	980	307.0828613	307.0823300	1.730	307.0823322	0.007
C15H13O7	947	305.0672113	305.0666800	1.741	305.0666827	0.009
C16H15O6	921	303.0879467	303.0874100	1.771	303.0874188	0.029
C15H17O6	805	293.1035793	293.1030600	1.772	293.1030547	-0.018
C14H17O7	850	297.0985114	297.0979800	1.789	297.0979854	0.018
C13H15O8	868	299.0777759	299.0772400	1.792	299.0772493	0.031
C14H17O6	676	281.1035733	281.1030600	1.826	281.1030536	-0.023
C12H15O8	727	287.0777759	287.0772400	1.867	287.0772538	0.048
C13H15O7	690	283.0828613	283.0823300	1.877	283.0823408	0.038
C13H17O6	563	269.1035863	269.1030600	1.956	269.1030724	0.046
dataset	count	min	max	med.err.BC	avg.err.BC	std.err.BC	med.err.AC	avg.err.AC	std.err.AC
	160	269.10306	643.09407	1.16984720988139	1.23710813266211	0.274866924771118	4.06684992731291E-05	-1.60530892620112E-06	0.0144182816125



Processed files:

Altamaha_PP48_000107-2_p08.xml

Parameters:

<DefaultParameters><InputFilesTab><Adduct></Adduct><Ionization>proton_detachment</Ionization><Charge>1</Charge><UsePreAlignment>True</UsePreAlignment><Calibration><RefPeakFileName>E:\SDU\0.source\chem\Formularity_Program\NOM_neg_2.ref</RefPeakFileName><Regression>quadratic</Regression><RelFactor>1000000</RelFactor><StartTolerance>5</StartTolerance><EndTolerance>0.05</EndTolerance><PeakFilters><MinSToN>4</MinSToN><MinRelAbun>0.01</MinRelAbun><MaxRelAbun>1</MaxRelAbun></PeakFilters></Calibration></InputFilesTab><CiaTab><UseAlignment>True</UseAlignment><AlignmentTolerance>1</AlignmentTolerance><CiaDBFilename>E:\SDU\0.源码\Formularity_Program\CIA_DB_2016_11_21.bin</CiaDBFilename><StaticPpmDynamicStdDevError>False</StaticPpmDynamicStdDevError><StdDevErrorGain>1</StdDevErrorGain><FormulaTolerance>1</FormulaTolerance><DBMassLimit>500</DBMassLimit><FormulaScore>MinNSPAndError</FormulaScore><UseKendrick>True</UseKendrick><UseC13>True</UseC13><C13Tolerance>1</C13Tolerance><UseFormulaFilters>True</UseFormulaFilters><ElementalCounts>True</ElementalCounts><ValenceRules>True</ValenceRules><ElementalRatios>True</ElementalRatios><HeteroatomCounts>True</HeteroatomCounts><PositiveAtoms>True</PositiveAtoms><IntegerDBE>False</IntegerDBE><SpecialFilter>Water</SpecialFilter><UserDefinedFilter>N&lt;=3 AND P&lt;=2 AND S&lt;= 1</UserDefinedFilter><UseRelation>True</UseRelation><MaxRelationGaps>2</MaxRelationGaps><UseBackward>False</UseBackward><RelationErrorType>AMU</RelationErrorType><RelationError>2E-05</RelationError><FormulaBuildingBlocks><CH2>True</CH2><CH4O-1>False</CH4O-1><H2>False</H2><C2H4O>False</C2H4O><CO2>False</CO2><C2H2O>False</C2H2O><O>False</O><HN>False</HN><CH2O>False</CH2O></FormulaBuildingBlocks><Output><GenerateReports>False</GenerateReports><Error>Signed</Error></Output></CiaTab><IpaTab><IpaDBFilename>F:\Documents\Projects\NikolaTolic\Formularity\Documents\IPA_DB_MTW_Cl_8_3.txt</IpaDBFilename><MassTol>1</MassTol><MajorPeaksMinSToN>1</MajorPeaksMinSToN><MinorPeaksMinSToN>1</MinorPeaksMinSToN><MatchedPeakReport>True</MatchedPeakReport><MinPeakProbabilityToScore>0.001</MinPeakProbabilityToScore><DbFilter>r/O</DbFilter></IpaTab></DefaultParameters>

