

Dataset: Altamaha_SW48_000107-3_p08.xml

Pre-alignment:

Start ppm error: 5.00000000

Error StdDev distribution along mass:

MassMedian,LowError,HighError,ErrorMean,ErrorStdDev,Count
215.04591400,-0.291655465210227,0.593017101002558,0.15540030,0.15225725,738
275.03846700,-0.337821585723171,0.582379043550898,0.12660505,0.17324982,725
299.03091450,-0.358917185762699,0.589198335566217,0.11324816,0.17850327,727
317.56138350,-0.317280180656036,0.503941701790751,0.09241837,0.15068466,731
334.10448750,-0.352921754085829,0.507932864430577,0.07490821,0.15988176,734
349.11387450,-0.338560370227721,0.519269676641011,0.09409792,0.15840345,722
362.65012900,-0.368065387715192,0.516003715708747,0.07018680,0.15679677,714
376.13262850,-0.38110268426377,0.549876341217933,0.07926637,0.16738909,726
390.06766150,-0.391100843065923,0.610425386122638,0.10810845,0.18364268,736
403.10606950,-0.356053674983915,0.546118515605253,0.08685951,0.17405095,708
416.66085450,-0.414821282479562,0.649519590646891,0.12041764,0.18676390,727
431.13781650,-0.520124207341792,0.647115676403642,0.06181776,0.21457065,726
445.16765750,-0.516422533895579,0.711196486413298,0.09052981,0.23130960,727
459.63253900,-0.548899242430125,0.721904247846914,0.08825533,0.22709480,725
475.04241550,-0.633217374650444,0.841218881543904,0.09840555,0.26368570,726
490.57819500,-0.685742652650605,0.874900600055804,0.09881635,0.28367271,711
506.68238300,-0.737357897399183,0.956435513823515,0.09826017,0.30336060,723
526.69402550,-0.846318825006313,1.07613331405201,0.11942225,0.34763160,724
553.63099000,-0.866152634425283,1.11846747329543,0.12723572,0.35436083,730
623.12726450,-1.3407344008334,1.51700273601489,0.08957941,0.51123398,743
Calibration: calibrant peaks total 176 matched 164(164 distinct)
match_min_m=249.0408626863
match_max_m=619.0944739788
match_avg_err=0.962758977521958
match_med_err=0.916510002186365
match_std_err=0.242866933284857
linear_calibration=calibration iteration successful; original reference point count 164 removed points 41
linear_calibration=y = 1.71024475829137 + -0.00178295597185783 * x (relative error calibration - 1.0E-6)
linear_calibration_R^2=0.97770360532802
id	exp_ind	exp_val	the_val	err_ppm_exp	res_val	err_ppm_cal
C24H27O14	4770	539.1410302	539.1406300	0.742	539.1406264	-0.007
C24H23O14	4724	535.1097301	535.1093300	0.748	535.1093255	-0.008
C27H29O11	4651	529.1719364	529.1715400	0.749	529.1715307	-0.018
C26H29O12	4704	533.1668511	533.1664500	0.752	533.1664461	-0.007
C25H29O13	4749	537.1617657	537.1613600	0.755	537.1613615	0.003
C25H23O13	4674	531.1148155	531.1144100	0.763	531.1144101	0.000
C26H31O11	4530	519.1875865	519.1871900	0.764	519.1871792	-0.021
C26H27O11	4488	515.1562864	515.1558900	0.769	515.1558785	-0.022
C25H29O12	4548	521.1668511	521.1664500	0.770	521.1664440	-0.011
C24H31O13	4622	527.1774157	527.1770100	0.770	527.1770097	-0.001
C24H29O13	4593	525.1617657	525.1613600	0.772	525.1613593	-0.001
C23H17O14	4499	517.0627799	517.0623800	0.773	517.0623723	-0.015
C24H27O13	4567	523.1461156	523.1457100	0.775	523.1457089	-0.002
C24H17O13	4453	513.0678653	513.0674600	0.790	513.0674572	-0.006
C24H27O12	4382	507.1512010	507.1508000	0.791	507.1507922	-0.015
C22H17O14	4350	505.0627799	505.0623800	0.792	505.0623710	-0.018
C23H27O13	4431	511.1461156	511.1457100	0.794	511.1457073	-0.005
C23H25O13	4407	509.1304656	509.1300600	0.797	509.1300570	-0.006
C24H23O12	4326	503.1199009	503.1195000	0.797	503.1194917	-0.016
C24H31O11	4202	495.1875865	495.1871900	0.801	495.1871768	-0.027
C24H29O11	4174	493.1719364	493.1715400	0.804	493.1715266	-0.027
C23H29O12	4230	497.1668511	497.1664500	0.807	497.1664415	-0.017
C24H27O11	4144	491.1562864	491.1558900	0.807	491.1558765	-0.028
C23H17O13	4288	501.0678653	501.0674600	0.809	501.0674560	-0.008
C22H27O13	4262	499.1461156	499.1457100	0.813	499.1457062	-0.008
C25H29O10	4120	489.1770218	489.1766200	0.821	489.1766119	-0.017
C23H19O12	4078	487.0886007	487.0882000	0.823	487.0881907	-0.019
C23H25O11	3949	477.1406363	477.1402400	0.831	477.1402262	-0.029
C23H23O11	3921	475.1249862	475.1245900	0.834	475.1245762	-0.029
C21H25O13	4050	485.1304656	485.1300600	0.836	485.1300555	-0.009
C22H23O12	3970	479.1199009	479.1195000	0.837	479.1194907	-0.019
C21H23O13	4022	483.1148155	483.1144100	0.839	483.1144054	-0.010
C21H21O13	3994	481.0991654	481.0987600	0.843	481.0987553	-0.010
C22H27O11	3795	467.1562864	467.1558900	0.848	467.1558765	-0.029
C22H25O11	3762	465.1406363	465.1402400	0.852	465.1402266	-0.029
C21H25O12	3824	469.1355509	469.1351500	0.855	469.1351410	-0.019
C21H13O13	3879	473.0365652	473.0361600	0.857	473.0361551	-0.010
C20H23O13	3852	471.1148155	471.1144100	0.861	471.1144055	-0.010
C23H27O10	3734	463.1613718	463.1609700	0.867	463.1609621	-0.017
C21H27O11	3581	455.1562864	455.1558900	0.871	455.1558773	-0.028
C23H25O10	3697	461.1457217	461.1453200	0.871	461.1453122	-0.017
C21H25O11	3549	453.1406363	453.1402400	0.875	453.1402274	-0.028
C23H23O10	3654	459.1300716	459.1296700	0.875	459.1296622	-0.017
C20H25O12	3616	457.1355509	457.1351500	0.877	457.1351417	-0.018
C22H27O10	3522	451.1613718	451.1609700	0.890	451.1609631	-0.015
C22H25O10	3493	449.1457217	449.1453200	0.894	449.1453132	-0.015
C20H15O12	3451	447.0573006	447.0569000	0.896	447.0568924	-0.017
C20H25O11	3364	441.1406363	441.1402400	0.898	441.1402288	-0.025
C20H23O11	3329	439.1249862	439.1245900	0.902	439.1245790	-0.025
C21H17O11	3420	445.0780361	445.0776300	0.912	445.0776281	-0.004
C22H27O9	3271	435.1664571	435.1660600	0.913	435.1660505	-0.022
C21H15O11	3387	443.0623860	443.0619800	0.916	443.0619782	-0.004
C22H25O9	3235	433.1508071	433.1504100	0.917	433.1504008	-0.021
C21H25O10	3302	437.1457217	437.1453200	0.919	437.1453148	-0.012
C22H23O9	3188	431.1351570	431.1347600	0.921	431.1347511	-0.021
C19H23O11	3106	427.1249862	427.1245900	0.928	427.1245810	-0.021
C18H21O12	3141	429.1042508	429.1038500	0.934	429.1038452	-0.011
C21H25O9	3014	421.1508071	421.1504100	0.943	421.1504030	-0.017
C20H25O10	3074	425.1457217	425.1453200	0.945	425.1453169	-0.007
C21H23O9	2983	419.1351570	419.1347600	0.947	419.1347534	-0.016
C20H23O10	3041	423.1300716	423.1296700	0.949	423.1296672	-0.007
C21H21O9	2944	417.1195069	417.1191100	0.952	417.1191038	-0.015
C17H19O12	2905	415.0886007	415.0882000	0.965	415.0881980	-0.005
C19H25O10	2878	413.1457217	413.1453200	0.972	413.1453194	-0.001
C20H23O9	2781	407.1351570	407.1347600	0.975	407.1347562	-0.009
C19H23O10	2845	411.1300716	411.1296700	0.977	411.1296699	0.000
C20H21O9	2742	405.1195069	405.1191100	0.980	405.1191067	-0.008
C19H21O10	2811	409.1144216	409.1140200	0.982	409.1140203	0.001
C20H19O9	2693	403.1038569	403.1034600	0.985	403.1034572	-0.007
C17H19O11	2607	399.0936861	399.0932900	0.993	399.0932876	-0.006
C19H13O10	2641	401.0518213	401.0514200	1.001	401.0514222	0.005
C19H23O9	2539	395.1351570	395.1347600	1.005	395.1347596	-0.001
C19H21O9	2509	393.1195069	393.1191100	1.010	393.1191102	0.000
C18H21O10	2572	397.1144216	397.1140200	1.011	397.1140236	0.009
C19H17O9	2437	389.0882068	389.0878100	1.020	389.0878113	0.003
C19H15O9	2391	387.0725567	387.0721600	1.025	387.0721619	0.005
C20H23O8	2481	391.1402424	391.1398400	1.029	391.1398462	0.016
C20H21O8	2442	389.1245923	389.1241900	1.034	389.1241968	0.017
C18H21O9	2292	381.1195069	381.1191100	1.042	381.1191141	0.011
C17H19O10	2321	383.0987715	383.0983700	1.048	383.0983780	0.021
C16H17O11	2356	385.0780361	385.0776300	1.054	385.0776419	0.031
C19H23O8	2259	379.1402424	379.1398400	1.061	379.1398503	0.027
C19H21O8	2221	377.1245923	377.1241900	1.067	377.1242009	0.029
C19H19O8	2177	375.1089423	375.1085400	1.072	375.1085516	0.031
C17H21O9	2065	369.1195069	369.1191100	1.075	369.1191186	0.023
C16H21O10	2139	373.1144216	373.1140200	1.076	373.1140317	0.031
C17H19O9	2030	367.1038569	367.1034600	1.081	367.1034693	0.025
C16H19O10	2098	371.0987715	371.0983700	1.082	371.0983824	0.033
C19H23O7	1971	363.1453278	363.1449300	1.095	363.1449418	0.033
C19H21O7	1932	361.1296777	361.1292800	1.101	361.1292926	0.035
C18H21O8	2000	365.1245923	365.1241900	1.102	365.1242056	0.043
C17H11O9	1871	359.0412566	359.0408600	1.105	359.0408724	0.035
C16H21O9	1839	357.1195069	357.1191100	1.111	357.1191236	0.038
C16H19O9	1803	355.1038569	355.1034600	1.118	355.1034744	0.041
dataset	count	min	max	med.err.BC	avg.err.BC	std.err.BC	med.err.AC	avg.err.AC	std.err.AC
	123	355.10346	619.09407	0.842708885720911	0.860767279317322	0.130919789324845	-0.00472786563264351	-7.5753977061365E-07	0.0195489132361055
quadratic_calibration=calibration iteration successful; original reference point count 164 removed points 2
quadratic_calibration=y = 2.98377377954749 + -0.0071844404870329 * x + 5.59898620164566E-06 * x^2 (relative error calibration - 1.0E-6)
quadratic_calibration_R^2=0.99596268311226
id	exp_ind	exp_val	the_val	err_ppm_exp	res_val	err_ppm_cal
C27H23O17	5273	619.0944740	619.0940700	0.653	619.0940518	-0.029
C29H37O14	5240	609.2192806	609.2188800	0.658	609.2188633	-0.027
C27H23O16	5219	603.0995594	603.0991600	0.662	603.0991448	-0.025
C27H21O16	5212	601.0839093	601.0835100	0.664	601.0834956	-0.024
C26H23O17	5229	607.0944740	607.0940700	0.665	607.0940577	-0.020
C26H21O17	5224	605.0788239	605.0784200	0.668	605.0784085	-0.019
C25H21O17	5184	593.0788239	593.0784200	0.681	593.0784134	-0.011
C27H27O15	5180	591.1359449	591.1355400	0.685	591.1355350	-0.008
C29H33O13	5174	589.1930658	589.1926600	0.689	589.1926567	-0.006
C27H33O14	5125	581.1879804	581.1875800	0.689	581.1875739	-0.010
C25H23O16	5107	579.0995594	579.0991600	0.690	579.0991535	-0.011
C25H21O16	5099	577.0839093	577.0835100	0.692	577.0835040	-0.010
C25H19O16	5088	575.0682592	575.0678600	0.694	575.0678545	-0.010
C26H31O14	5018	567.1723304	567.1719300	0.706	567.1719276	-0.004
C26H21O15	5070	573.0889947	573.0885900	0.706	573.0885905	0.001
C26H29O14	4998	565.1566803	565.1562800	0.708	565.1562780	-0.003
C26H17O15	5030	569.0576945	569.0572900	0.711	569.0572914	0.002
C26H25O14	4968	561.1253802	561.1249800	0.713	561.1249788	-0.002
C26H21O14	4931	557.0940800	557.0936800	0.718	557.0936795	-0.001
C27H31O13	4982	563.1774157	563.1770100	0.720	563.1770139	0.007
C25H29O14	4900	553.1566803	553.1562800	0.724	553.1562805	0.001
C25H19O15	4952	559.0733446	559.0729400	0.724	559.0729436	0.007
C24H27O15	4918	555.1359449	555.1355400	0.729	555.1355447	0.008
C28H31O11	4820	543.1875865	543.1871900	0.730	543.1871882	-0.003
C27H29O12	4836	545.1668511	545.1664500	0.736	545.1664525	0.005
C26H31O13	4884	551.1774157	551.1770100	0.736	551.1770162	0.011
C26H29O13	4866	549.1617657	549.1613600	0.739	549.1613665	0.012
C24H29O14	4795	541.1566803	541.1562800	0.740	541.1562823	0.004
C26H27O13	4850	547.1461156	547.1457100	0.741	547.1457168	0.012
C24H27O14	4770	539.1410302	539.1406300	0.742	539.1406325	0.005
C24H23O14	4724	535.1097301	535.1093300	0.748	535.1093328	0.005
C27H29O11	4651	529.1719364	529.1715400	0.749	529.1715397	-0.001
C26H29O12	4704	533.1668511	533.1664500	0.752	533.1664539	0.007
C25H29O13	4749	537.1617657	537.1613600	0.755	537.1613681	0.015
C25H23O13	4674	531.1148155	531.1144100	0.763	531.1144185	0.016
C26H31O11	4530	519.1875865	519.1871900	0.764	519.1871904	0.001
C26H27O11	4488	515.1562864	515.1558900	0.769	515.1558904	0.001
C25H29O12	4548	521.1668511	521.1664500	0.770	521.1664548	0.009
C24H31O13	4622	527.1774157	527.1770100	0.770	527.1770191	0.017
C24H29O13	4593	525.1617657	525.1613600	0.772	525.1613692	0.018
C23H17O14	4499	517.0627799	517.0623800	0.773	517.0623839	0.008
C24H27O13	4567	523.1461156	523.1457100	0.775	523.1457193	0.018
C24H17O13	4453	513.0678653	513.0674600	0.790	513.0674694	0.018
C24H27O12	4382	507.1512010	507.1508000	0.791	507.1508053	0.010
C22H17O14	4350	505.0627799	505.0623800	0.792	505.0623842	0.008
C23H27O13	4431	511.1461156	511.1457100	0.794	511.1457198	0.019
C23H25O13	4407	509.1304656	509.1300600	0.797	509.1300698	0.019
C24H23O12	4326	503.1199009	503.1195000	0.797	503.1195052	0.010
C24H31O11	4202	495.1875865	495.1871900	0.801	495.1871908	0.002
C24H29O11	4174	493.1719364	493.1715400	0.804	493.1715407	0.001
C23H29O12	4230	497.1668511	497.1664500	0.807	497.1664554	0.011
C24H27O11	4144	491.1562864	491.1558900	0.807	491.1558906	0.001
C23H17O13	4288	501.0678653	501.0674600	0.809	501.0674696	0.019
C22H27O13	4262	499.1461156	499.1457100	0.813	499.1457200	0.020
C25H29O10	4120	489.1770218	489.1766200	0.821	489.1766260	0.012
C23H19O12	4078	487.0886007	487.0882000	0.823	487.0882049	0.010
C23H25O11	3949	477.1406363	477.1402400	0.831	477.1402401	0.000
C23H23O11	3921	475.1249862	475.1245900	0.834	475.1245899	0.000
C21H25O13	4050	485.1304656	485.1300600	0.836	485.1300696	0.020
C22H23O12	3970	479.1199009	479.1195000	0.837	479.1195047	0.010
C21H23O13	4022	483.1148155	483.1144100	0.839	483.1144195	0.020
C21H21O13	3994	481.0991654	481.0987600	0.843	481.0987694	0.019
C22H27O11	3795	467.1562864	467.1558900	0.848	467.1558896	-0.001
C22H25O11	3762	465.1406363	465.1402400	0.852	465.1402394	-0.001
C21H25O12	3824	469.1355509	469.1351500	0.855	469.1351542	0.009
C21H13O13	3879	473.0365652	473.0361600	0.857	473.0361687	0.018
C20H23O13	3852	471.1148155	471.1144100	0.861	471.1144189	0.019
C23H27O10	3734	463.1613718	463.1609700	0.867	463.1609747	0.010
C21H27O11	3581	455.1562864	455.1558900	0.871	455.1558887	-0.003
C23H25O10	3697	461.1457217	461.1453200	0.871	461.1453245	0.010
C21H25O11	3549	453.1406363	453.1402400	0.875	453.1402385	-0.003
C23H23O10	3654	459.1300716	459.1296700	0.875	459.1296743	0.009
C20H25O12	3616	457.1355509	457.1351500	0.877	457.1351534	0.008
C22H27O10	3522	451.1613718	451.1609700	0.890	451.1609738	0.008
C22H25O10	3493	449.1457217	449.1453200	0.894	449.1453236	0.008
C20H15O12	3451	447.0573006	447.0569000	0.896	447.0569023	0.005
C20H25O11	3364	441.1406363	441.1402400	0.898	441.1402375	-0.006
C20H23O11	3329	439.1249862	439.1245900	0.902	439.1245873	-0.006
C21H17O11	3420	445.0780361	445.0776300	0.912	445.0776376	0.017
C22H27O9	3271	435.1664571	435.1660600	0.913	435.1660578	-0.005
C21H15O11	3387	443.0623860	443.0619800	0.916	443.0619874	0.017
C22H25O9	3235	433.1508071	433.1504100	0.917	433.1504076	-0.006
C21H25O10	3302	437.1457217	437.1453200	0.919	437.1453225	0.006
C22H23O9	3188	431.1351570	431.1347600	0.921	431.1347573	-0.006
C19H23O11	3106	427.1249862	427.1245900	0.928	427.1245862	-0.009
C18H21O12	3141	429.1042508	429.1038500	0.934	429.1038509	0.002
C21H25O9	3014	421.1508071	421.1504100	0.943	421.1504065	-0.008
C20H25O10	3074	425.1457217	425.1453200	0.945	425.1453215	0.003
C21H23O9	2983	419.1351570	419.1347600	0.947	419.1347563	-0.009
C20H23O10	3041	423.1300716	423.1296700	0.949	423.1296712	0.003
C21H21O9	2944	417.1195069	417.1191100	0.952	417.1191060	-0.010
C17H19O12	2905	415.0886007	415.0882000	0.965	415.0881996	-0.001
C19H25O10	2878	413.1457217	413.1453200	0.972	413.1453204	0.001
C20H23O9	2781	407.1351570	407.1347600	0.975	407.1347552	-0.012
C19H23O10	2845	411.1300716	411.1296700	0.977	411.1296702	0.000
C20H21O9	2742	405.1195069	405.1191100	0.980	405.1191050	-0.012
C19H21O10	2811	409.1144216	409.1140200	0.982	409.1140200	0.000
C20H19O9	2693	403.1038569	403.1034600	0.985	403.1034548	-0.013
C17H19O11	2607	399.0936861	399.0932900	0.993	399.0932837	-0.016
C19H13O10	2641	401.0518213	401.0514200	1.001	401.0514190	-0.002
C19H23O9	2539	395.1351570	395.1347600	1.005	395.1347543	-0.014
C19H21O9	2509	393.1195069	393.1191100	1.010	393.1191041	-0.015
C18H21O10	2572	397.1144216	397.1140200	1.011	397.1140190	-0.002
C19H17O9	2437	389.0882068	389.0878100	1.020	389.0878037	-0.016
C19H15O9	2391	387.0725567	387.0721600	1.025	387.0721535	-0.017
C20H23O8	2481	391.1402424	391.1398400	1.029	391.1398394	-0.002
C20H21O8	2442	389.1245923	389.1241900	1.034	389.1241892	-0.002
C18H21O9	2292	381.1195069	381.1191100	1.042	381.1191034	-0.017
C17H19O10	2321	383.0987715	383.0983700	1.048	383.0983680	-0.005
C16H17O11	2356	385.0780361	385.0776300	1.054	385.0776327	0.007
C19H23O8	2259	379.1402424	379.1398400	1.061	379.1398387	-0.003
C19H21O8	2221	377.1245923	377.1241900	1.067	377.1241885	-0.004
C19H19O8	2177	375.1089423	375.1085400	1.072	375.1085384	-0.004
C17H21O9	2065	369.1195069	369.1191100	1.075	369.1191029	-0.019
C16H21O10	2139	373.1144216	373.1140200	1.076	373.1140176	-0.006
C17H19O9	2030	367.1038569	367.1034600	1.081	367.1034527	-0.020
C16H19O10	2098	371.0987715	371.0983700	1.082	371.0983675	-0.007
C19H23O7	1971	363.1453278	363.1449300	1.095	363.1449235	-0.018
C19H21O7	1932	361.1296777	361.1292800	1.101	361.1292734	-0.018
C18H21O8	2000	365.1245923	365.1241900	1.102	365.1241881	-0.005
C17H11O9	1871	359.0412566	359.0408600	1.105	359.0408523	-0.021
C16H21O9	1839	357.1195069	357.1191100	1.111	357.1191026	-0.021
C16H19O9	1803	355.1038569	355.1034600	1.118	355.1034526	-0.021
C17H21O8	1771	353.1245923	353.1241900	1.139	353.1241880	-0.006
C18H19O7	1674	347.1140276	347.1136300	1.146	347.1136234	-0.019
C17H19O8	1736	351.1089423	351.1085400	1.146	351.1085380	-0.006
C17H17O8	1706	349.0932922	349.0928900	1.152	349.0928879	-0.006
C15H19O9	1600	343.1038569	343.1034600	1.157	343.1034527	-0.021
C14H17O10	1635	345.0831214	345.0827200	1.163	345.0827172	-0.008
C16H21O8	1565	341.1245923	341.1241900	1.179	341.1241882	-0.005
C15H11O9	1455	335.0412566	335.0408600	1.184	335.0408528	-0.021
C16H19O8	1528	339.1089423	339.1085400	1.186	339.1085383	-0.005
C16H17O8	1494	337.0932922	337.0928900	1.193	337.0928883	-0.005
C17H17O7	1432	333.0983776	333.0979800	1.194	333.0979739	-0.018
C14H17O9	1367	329.0882068	329.0878100	1.206	329.0878034	-0.020
C15H19O8	1339	327.1089423	327.1085400	1.230	327.1085390	-0.003
C16H19O7	1280	323.1140276	323.1136300	1.231	323.1136247	-0.016
C15H17O8	1308	325.0932922	325.0928900	1.237	325.0928891	-0.003
C16H17O7	1241	321.0983776	321.0979800	1.238	321.0979749	-0.016
C13H15O9	1142	315.0725567	315.0721600	1.259	315.0721547	-0.017
C15H11O8	1203	319.0463420	319.0459400	1.260	319.0459395	-0.002
C15H9O8	1164	317.0306919	317.0302900	1.268	317.0302897	-0.001
C15H19O7	1097	311.1140276	311.1136300	1.278	311.1136261	-0.012
C14H17O8	1117	313.0932922	313.0928900	1.285	313.0928904	0.001
C15H17O7	1074	309.0983776	309.0979800	1.286	309.0979764	-0.012
C15H15O7	1045	307.0827275	307.0823300	1.294	307.0823266	-0.011
C15H13O7	1011	305.0670774	305.0666800	1.303	305.0666768	-0.010
C16H15O6	985	303.0878129	303.0874100	1.329	303.0874126	0.009
C14H17O7	916	297.0983776	297.0979800	1.338	297.0979784	-0.005
C13H15O8	934	299.0776421	299.0772400	1.345	299.0772426	0.009
C13H15O7	737	283.0827140	283.0823300	1.356	283.0823181	-0.042
C15H19O6	892	295.1191130	295.1187100	1.366	295.1187143	0.014
C15H17O6	864	293.1034629	293.1030600	1.375	293.1030646	0.016
C12H15O8	787	287.0776421	287.0772400	1.401	287.0772452	0.018
C13H17O7	763	285.0983872	285.0979800	1.428	285.0979908	0.038
C14H17O6	722	281.1034629	281.1030600	1.433	281.1030675	0.027
C14H15O6	704	279.0878129	279.0874100	1.444	279.0874180	0.029
C14H11O6	662	275.0565128	275.0561100	1.464	275.0561191	0.033
C12H15O7	624	271.0827275	271.0823300	1.466	271.0823351	0.019
C13H17O6	605	269.1034629	269.1030600	1.497	269.1030712	0.041
C12H9O7	569	265.0357773	265.0353800	1.499	265.0353869	0.026
C13H15O6	588	267.0878129	267.0874100	1.508	267.0874218	0.044
dataset	count	min	max	med.err.BC	avg.err.BC	std.err.BC	med.err.AC	avg.err.AC	std.err.AC
	162	265.03538	619.09407	0.916510002186365	0.965048467556489	0.224781783432082	-0.000983635113131153	-9.81331536042311E-07	0.0142826084619724



Processed files:

Altamaha_SW48_000107-3_p08.xml

Parameters:

