

Dataset: Altamaha_SW48_000107-4_p08.xml

Pre-alignment:

Start ppm error: 5.00000000

Error StdDev distribution along mass:

MassMedian,LowError,HighError,ErrorMean,ErrorStdDev,Count
183.44186750,-0.352878722964185,0.710303629313255,0.18460091,0.18583720,717
271.06351700,-0.381302793319858,0.722411803246385,0.16776823,0.19414636,724
294.57455150,-0.438800953329408,0.703072747388154,0.13211599,0.21865491,721
312.55768600,-0.348608687242772,0.623918111481453,0.14071082,0.18532568,720
328.08291800,-0.3594719663169,0.568078100096624,0.10238641,0.16529410,699
342.08315650,-0.394543939729327,0.625590189492249,0.11337273,0.17615308,709
355.55912800,-0.405474589275669,0.607720738545589,0.10367587,0.18265801,698
368.55940750,-0.426806205445864,0.587234588249442,0.06940622,0.18347024,701
381.10195100,-0.449766689484487,0.679288102766725,0.11999824,0.19877543,719
393.63594950,-0.418459628380941,0.656174645650565,0.11521936,0.19531881,721
406.60907350,-0.47083662263011,0.738261175318317,0.12167955,0.21091026,713
419.17569550,-0.495680094667477,0.758322716770381,0.12938792,0.22345341,711
431.68231250,-0.648448879808048,0.767993442675369,0.05249006,0.25298940,720
444.57499150,-0.549014008940766,0.801773765337199,0.12903163,0.25074745,707
457.10341350,-0.629526399003066,0.870708208381932,0.12787574,0.26534493,705
469.68226550,-0.596438837214756,0.864699553861995,0.13228449,0.26473496,695
483.13737050,-0.686360614293361,0.941790136841413,0.13748862,0.29665203,693
497.11259200,-0.719493793697766,0.990745227997119,0.14027111,0.30739191,694
512.14673200,-0.795368789306164,1.08448396024826,0.14583862,0.33187071,694
528.67367450,-0.79721009347906,0.997522919836946,0.09440696,0.34496247,693
548.13971150,-1.08613391618362,1.28447740615213,0.10822818,0.44980234,708
573.15810850,-1.19211005210138,1.45343626653861,0.12544921,0.48502959,722
640.21760200,-1.6548103043041,1.84689025644385,0.10079974,0.67584827,729
Calibration: calibrant peaks total 176 matched 175(175 distinct)
match_min_m=249.0409664421
match_max_m=643.0945777346
match_avg_err=1.20334216913758
match_med_err=1.13863357086659
match_std_err=0.301296367194244
linear_calibration=calibration iteration successful; original reference point count 175 removed points 59
linear_calibration=y = 2.04639293140058 + -0.00203524345986221 * x (relative error calibration - 1.0E-6)
linear_calibration_R^2=0.982852983366035
id	exp_ind	exp_val	the_val	err_ppm_exp	res_val	err_ppm_cal
C26H31O13	5087	551.1775195	551.1770100	0.924	551.1770099	0.000
C27H29O12	5026	545.1669548	545.1664500	0.926	545.1664441	-0.011
C26H29O13	5065	549.1618694	549.1613600	0.928	549.1613594	-0.001
C26H27O13	5046	547.1462194	547.1457100	0.931	547.1457090	-0.002
C24H29O14	4975	541.1567841	541.1562800	0.931	541.1562727	-0.014
C24H27O14	4948	539.1411340	539.1406300	0.935	539.1406223	-0.014
C24H23O14	4892	535.1098339	535.1093300	0.942	535.1093216	-0.016
C27H29O11	4805	529.1720402	529.1715400	0.945	529.1715272	-0.024
C26H29O12	4870	533.1669548	533.1664500	0.947	533.1664423	-0.014
C25H29O13	4922	537.1618694	537.1613600	0.948	537.1613574	-0.005
C25H23O13	4834	531.1149192	531.1144100	0.959	531.1144065	-0.007
C26H31O11	4671	519.1876903	519.1871900	0.964	519.1871764	-0.026
C24H31O13	4773	527.1775195	527.1770100	0.966	527.1770063	-0.007
C25H29O12	4693	521.1669548	521.1664500	0.969	521.1664411	-0.017
C24H29O13	4744	525.1618694	525.1613600	0.970	525.1613561	-0.008
C26H27O11	4618	515.1563901	515.1558900	0.971	515.1558760	-0.027
C24H27O13	4715	523.1462194	523.1457100	0.974	523.1457058	-0.008
C23H17O14	4639	517.0628837	517.0623800	0.974	517.0623697	-0.020
C24H17O13	4581	513.0679691	513.0674600	0.992	513.0674549	-0.010
C24H27O12	4509	507.1513048	507.1508000	0.995	507.1507904	-0.019
C23H27O13	4560	511.1462194	511.1457100	0.997	511.1457051	-0.010
C22H17O14	4472	505.0628837	505.0623800	0.997	505.0623693	-0.021
C23H25O13	4534	509.1305693	509.1300600	1.000	509.1300550	-0.010
C24H23O12	4447	503.1200046	503.1195000	1.003	503.1194902	-0.019
C24H31O11	4316	495.1876903	495.1871900	1.010	495.1871760	-0.028
C24H29O11	4282	493.1720402	493.1715400	1.014	493.1715260	-0.028
C23H29O12	4348	497.1669548	497.1664500	1.015	497.1664405	-0.019
C23H17O13	4405	501.0679691	501.0674600	1.016	501.0674547	-0.011
C24H27O11	4250	491.1563901	491.1558900	1.018	491.1558760	-0.028
C22H27O13	4377	499.1462194	499.1457100	1.020	499.1457050	-0.010
C25H29O10	4223	489.1771256	489.1766200	1.034	489.1766115	-0.017
C23H19O12	4176	487.0887045	487.0882000	1.036	487.0881906	-0.019
C23H25O11	4030	477.1407401	477.1402400	1.048	477.1402270	-0.027
C21H25O13	4146	485.1305693	485.1300600	1.050	485.1300555	-0.009
C23H23O11	3995	475.1250900	475.1245900	1.052	475.1245772	-0.027
C22H23O12	4056	479.1200046	479.1195000	1.053	479.1194914	-0.018
C21H23O13	4116	483.1149192	483.1144100	1.054	483.1144056	-0.009
C21H21O13	4084	481.0992692	481.0987600	1.058	481.0987557	-0.009
C22H27O11	3859	467.1563901	467.1558900	1.071	467.1558783	-0.025
C22H25O11	3826	465.1407401	465.1402400	1.075	465.1402285	-0.025
C21H25O12	3893	469.1356547	469.1351500	1.076	469.1351426	-0.016
C21H13O13	3953	473.0366689	473.0361600	1.076	473.0361563	-0.008
C20H23O13	3928	471.1149192	471.1144100	1.081	471.1144069	-0.007
C23H27O10	3797	463.1614755	463.1609700	1.091	463.1609643	-0.012
C23H25O10	3761	461.1458254	461.1453200	1.096	461.1453146	-0.012
C21H27O11	3642	455.1563901	455.1558900	1.099	455.1558803	-0.021
C23H23O10	3719	459.1301754	459.1296700	1.101	459.1296648	-0.011
C21H25O11	3613	453.1407401	453.1402400	1.104	453.1402307	-0.021
C20H25O12	3681	457.1356547	457.1351500	1.104	457.1351445	-0.012
C22H27O10	3585	451.1614755	451.1609700	1.120	451.1609665	-0.008
C22H25O10	3553	449.1458254	449.1453200	1.125	449.1453169	-0.007
C20H15O12	3511	447.0574044	447.0569000	1.128	447.0568963	-0.008
C20H25O11	3410	441.1407401	441.1402400	1.134	441.1402334	-0.015
C20H23O11	3371	439.1250900	439.1245900	1.139	439.1245838	-0.014
C21H17O11	3478	445.0781398	445.0776300	1.145	445.0776322	0.005
C21H15O11	3437	443.0624897	443.0619800	1.151	443.0619826	0.006
C22H27O9	3311	435.1665609	435.1660600	1.151	435.1660558	-0.010
C22H25O9	3273	433.1509108	433.1504100	1.156	433.1504063	-0.009
C21H25O10	3342	437.1458254	437.1453200	1.156	437.1453198	0.000
C22H23O9	3228	431.1352608	431.1347600	1.161	431.1347568	-0.007
C19H23O11	3143	427.1250900	427.1245900	1.171	427.1245872	-0.006
C18H21O12	3180	429.1043546	429.1038500	1.176	429.1038512	0.003
C20H25O10	3110	425.1458254	425.1453200	1.189	425.1453233	0.008
C21H25O9	3045	421.1509108	421.1504100	1.189	421.1504100	0.000
C20H23O10	3077	423.1301754	423.1296700	1.194	423.1296739	0.009
C21H23O9	3014	419.1352608	419.1347600	1.195	419.1347606	0.001
C21H21O9	2972	417.1196107	417.1191100	1.200	417.1191112	0.003
C17H19O12	2927	415.0887045	415.0882000	1.215	415.0882057	0.014
C19H25O10	2899	413.1458254	413.1453200	1.223	413.1453274	0.018
C19H23O10	2864	411.1301754	411.1296700	1.229	411.1296781	0.020
C20H23O9	2802	407.1352608	407.1347600	1.230	407.1347650	0.012
C19H21O10	2831	409.1145253	409.1140200	1.235	409.1140288	0.021
C20H21O9	2764	405.1196107	405.1191100	1.236	405.1191157	0.014
C20H19O9	2716	403.1039606	403.1034600	1.242	403.1034664	0.016
C17H19O11	2634	399.0937899	399.0932900	1.253	399.0932973	0.018
C19H13O10	2666	401.0519251	401.0514200	1.259	401.0514317	0.029
C19H23O9	2567	395.1352608	395.1347600	1.267	395.1347699	0.025
C18H21O10	2601	397.1145253	397.1140200	1.272	397.1140336	0.034
C19H21O9	2535	393.1196107	393.1191100	1.274	393.1191207	0.027
C19H17O9	2461	389.0883106	389.0878100	1.287	389.0878225	0.032
C19H15O9	2413	387.0726605	387.0721600	1.293	387.0721733	0.034
C20H23O8	2506	391.1403461	391.1398400	1.294	391.1398571	0.044
C20H21O8	2466	389.1246961	389.1241900	1.301	389.1242079	0.046
C18H21O9	2305	381.1196107	381.1191100	1.314	381.1191264	0.043
dataset	count	min	max	med.err.BC	avg.err.BC	std.err.BC	med.err.AC	avg.err.AC	std.err.AC
	116	381.11911	635.08899	1.01481415313719	1.02984959960458	0.142513012895306	-0.00551973501228643	-1.08037851394383E-06	0.0186615969564336
quadratic_calibration=calibration iteration successful; original reference point count 175 removed points 10
quadratic_calibration=y = 3.52735355220994 + -0.0080000222841701 * x + 5.89172830134916E-06 * x^2 (relative error calibration - 1.0E-6)
quadratic_calibration_R^2=0.997461815646521
id	exp_ind	exp_val	the_val	err_ppm_exp	res_val	err_ppm_cal
C29H23O17	5661	643.0945777	643.0940700	0.790	643.0940509	-0.030
C27H23O18	5640	635.0894924	635.0889900	0.791	635.0889697	-0.032
C27H21O18	5634	633.0738423	633.0733400	0.793	633.0733206	-0.031
C29H21O17	5656	641.0789385	641.0784200	0.809	641.0784128	-0.011
C27H25O17	5600	621.1102278	621.1097200	0.818	621.1097114	-0.014
C27H23O17	5592	619.0945777	619.0940700	0.820	619.0940622	-0.013
C28H21O16	5563	613.0840130	613.0835100	0.821	613.0834998	-0.017
C27H21O17	5584	617.0789277	617.0784200	0.823	617.0784129	-0.011
C27H19O17	5573	615.0632776	615.0627700	0.825	615.0627636	-0.010
C29H37O14	5551	609.2193843	609.2188800	0.828	609.2188724	-0.012
C27H23O16	5525	603.0996631	603.0991600	0.834	603.0991532	-0.011
C26H23O17	5539	607.0945777	607.0940700	0.836	607.0940665	-0.006
C26H21O17	5534	605.0789277	605.0784200	0.839	605.0784171	-0.005
C25H21O17	5474	593.0789277	593.0784200	0.856	593.0784205	0.001
C26H19O16	5436	587.0683630	587.0678600	0.857	587.0678573	-0.005
C26H17O16	5418	585.0527129	585.0522100	0.860	585.0522077	-0.004
C27H27O15	5463	591.1360486	591.1355400	0.860	591.1355420	0.003
C29H33O13	5455	589.1931696	589.1926600	0.865	589.1926634	0.006
C27H33O14	5389	581.1880842	581.1875800	0.868	581.1875798	0.000
C25H23O16	5364	579.0996631	579.0991600	0.869	579.0991591	-0.002
C25H21O16	5347	577.0840130	577.0835100	0.872	577.0835094	-0.001
C25H19O16	5331	575.0683630	575.0678600	0.875	575.0678597	-0.001
C27H23O14	5290	571.1098339	571.1093300	0.882	571.1093312	0.002
C26H21O15	5312	573.0890984	573.0885900	0.887	573.0885955	0.010
C26H31O14	5249	567.1724341	567.1719300	0.889	567.1719320	0.004
C26H29O14	5224	565.1567841	565.1562800	0.892	565.1562822	0.004
C26H17O15	5263	569.0577983	569.0572900	0.893	569.0572959	0.010
C26H25O14	5184	561.1254839	561.1249800	0.898	561.1249826	0.005
C26H21O14	5143	557.0941838	557.0936800	0.904	557.0936829	0.005
C27H31O13	5206	563.1775195	563.1770100	0.905	563.1770179	0.014
C25H19O15	5160	559.0734484	559.0729400	0.909	559.0729473	0.013
C25H29O14	5106	553.1567841	553.1562800	0.911	553.1562835	0.006
C24H27O15	5125	555.1360486	555.1355400	0.916	555.1355479	0.014
C28H31O11	5004	543.1876903	543.1871900	0.921	543.1871904	0.001
C26H31O13	5087	551.1775195	551.1770100	0.924	551.1770191	0.017
C27H29O12	5026	545.1669548	545.1664500	0.926	545.1664549	0.009
C26H29O13	5065	549.1618694	549.1613600	0.928	549.1613692	0.017
C26H27O13	5046	547.1462194	547.1457100	0.931	547.1457193	0.017
C24H29O14	4975	541.1567841	541.1562800	0.931	541.1562843	0.008
C24H27O14	4948	539.1411340	539.1406300	0.935	539.1406343	0.008
C24H23O14	4892	535.1098339	535.1093300	0.942	535.1093343	0.008
C27H29O11	4805	529.1720402	529.1715400	0.945	529.1715408	0.001
C26H29O12	4870	533.1669548	533.1664500	0.947	533.1664553	0.010
C25H29O13	4922	537.1618694	537.1613600	0.948	537.1613698	0.018
C25H23O13	4834	531.1149192	531.1144100	0.959	531.1144198	0.018
C26H31O11	4671	519.1876903	519.1871900	0.964	519.1871908	0.002
C24H31O13	4773	527.1775195	527.1770100	0.966	527.1770201	0.019
C25H29O12	4693	521.1669548	521.1664500	0.969	521.1664554	0.010
C24H29O13	4744	525.1618694	525.1613600	0.970	525.1613700	0.019
C26H27O11	4618	515.1563901	515.1558900	0.971	515.1558906	0.001
C24H27O13	4715	523.1462194	523.1457100	0.974	523.1457200	0.019
C23H17O14	4639	517.0628837	517.0623800	0.974	517.0623842	0.008
C24H17O13	4581	513.0679691	513.0674600	0.992	513.0674695	0.018
C24H27O12	4509	507.1513048	507.1508000	0.995	507.1508050	0.010
C23H27O13	4560	511.1462194	511.1457100	0.997	511.1457197	0.019
C22H17O14	4472	505.0628837	505.0623800	0.997	505.0623838	0.008
C23H25O13	4534	509.1305693	509.1300600	1.000	509.1300696	0.019
C24H23O12	4447	503.1200046	503.1195000	1.003	503.1195046	0.009
C24H31O11	4316	495.1876903	495.1871900	1.010	495.1871898	0.000
C24H29O11	4282	493.1720402	493.1715400	1.014	493.1715397	-0.001
C23H29O12	4348	497.1669548	497.1664500	1.015	497.1664545	0.009
C23H17O13	4405	501.0679691	501.0674600	1.016	501.0674690	0.018
C24H27O11	4250	491.1563901	491.1558900	1.018	491.1558895	-0.001
C22H27O13	4377	499.1462194	499.1457100	1.020	499.1457192	0.018
C25H29O10	4223	489.1771256	489.1766200	1.034	489.1766248	0.010
C23H19O12	4176	487.0887045	487.0882000	1.036	487.0882035	0.007
C23H25O11	4030	477.1407401	477.1402400	1.048	477.1402383	-0.003
C21H25O13	4146	485.1305693	485.1300600	1.050	485.1300682	0.017
C23H23O11	3995	475.1250900	475.1245900	1.052	475.1245881	-0.004
C22H23O12	4056	479.1200046	479.1195000	1.053	479.1195031	0.006
C21H23O13	4116	483.1149192	483.1144100	1.054	483.1144180	0.017
C21H21O13	4084	481.0992692	481.0987600	1.058	481.0987678	0.016
C22H27O11	3859	467.1563901	467.1558900	1.071	467.1558875	-0.005
C22H25O11	3826	465.1407401	465.1402400	1.075	465.1402373	-0.006
C21H25O12	3893	469.1356547	469.1351500	1.076	469.1351523	0.005
C21H13O13	3953	473.0366689	473.0361600	1.076	473.0361668	0.014
C20H23O13	3928	471.1149192	471.1144100	1.081	471.1144170	0.015
C23H27O10	3797	463.1614755	463.1609700	1.091	463.1609725	0.005
C23H25O10	3761	461.1458254	461.1453200	1.096	461.1453223	0.005
C21H27O11	3642	455.1563901	455.1558900	1.099	455.1558864	-0.008
C23H23O10	3719	459.1301754	459.1296700	1.101	459.1296720	0.004
C21H25O11	3613	453.1407401	453.1402400	1.104	453.1402362	-0.008
C20H25O12	3681	457.1356547	457.1351500	1.104	457.1351512	0.003
C22H27O10	3585	451.1614755	451.1609700	1.120	451.1609714	0.003
C22H25O10	3553	449.1458254	449.1453200	1.125	449.1453212	0.003
C20H15O12	3511	447.0574044	447.0569000	1.128	447.0568999	0.000
C20H25O11	3410	441.1407401	441.1402400	1.134	441.1402351	-0.011
C20H23O11	3371	439.1250900	439.1245900	1.139	439.1245848	-0.012
C21H17O11	3478	445.0781398	445.0776300	1.145	445.0776352	0.012
C21H15O11	3437	443.0624897	443.0619800	1.151	443.0619849	0.011
C22H27O9	3311	435.1665609	435.1660600	1.151	435.1660553	-0.011
C22H25O9	3273	433.1509108	433.1504100	1.156	433.1504051	-0.011
C21H25O10	3342	437.1458254	437.1453200	1.156	437.1453201	0.000
C22H23O9	3228	431.1352608	431.1347600	1.161	431.1347549	-0.012
C19H23O11	3143	427.1250900	427.1245900	1.171	427.1245838	-0.015
C18H21O12	3180	429.1043546	429.1038500	1.176	429.1038485	-0.004
C20H25O10	3110	425.1458254	425.1453200	1.189	425.1453191	-0.002
C21H25O9	3045	421.1509108	421.1504100	1.189	421.1504041	-0.014
C20H23O10	3077	423.1301754	423.1296700	1.194	423.1296688	-0.003
C21H23O9	3014	419.1352608	419.1347600	1.195	419.1347539	-0.015
C21H21O9	2972	417.1196107	417.1191100	1.200	417.1191037	-0.015
C17H19O12	2927	415.0887045	415.0882000	1.215	415.0881974	-0.006
C19H25O10	2899	413.1458254	413.1453200	1.223	413.1453182	-0.004
C19H23O10	2864	411.1301754	411.1296700	1.229	411.1296680	-0.005
C20H23O9	2802	407.1352608	407.1347600	1.230	407.1347531	-0.017
C19H21O10	2831	409.1145253	409.1140200	1.235	409.1140178	-0.005
C20H21O9	2764	405.1196107	405.1191100	1.236	405.1191029	-0.017
C20H19O9	2716	403.1039606	403.1034600	1.242	403.1034528	-0.018
C17H19O11	2634	399.0937899	399.0932900	1.253	399.0932818	-0.020
C19H13O10	2666	401.0519251	401.0514200	1.259	401.0514171	-0.007
C19H23O9	2567	395.1352608	395.1347600	1.267	395.1347526	-0.019
C18H21O10	2601	397.1145253	397.1140200	1.272	397.1140172	-0.007
C19H21O9	2535	393.1196107	393.1191100	1.274	393.1191024	-0.019
C19H17O9	2461	389.0883106	389.0878100	1.287	389.0878022	-0.020
C19H15O9	2413	387.0726605	387.0721600	1.293	387.0721521	-0.020
C20H23O8	2506	391.1403461	391.1398400	1.294	391.1398378	-0.006
C20H21O8	2466	389.1246961	389.1241900	1.301	389.1241877	-0.006
C18H21O9	2305	381.1196107	381.1191100	1.314	381.1191022	-0.020
C17H19O10	2338	383.0988753	383.0983700	1.319	383.0983668	-0.008
C16H17O11	2373	385.0781398	385.0776300	1.324	385.0776314	0.004
C19H23O8	2276	379.1403461	379.1398400	1.335	379.1398377	-0.006
C19H21O8	2243	377.1246961	377.1241900	1.342	377.1241876	-0.006
C19H19O8	2203	375.1090460	375.1085400	1.349	375.1085376	-0.007
C16H21O10	2160	373.1145253	373.1140200	1.354	373.1140169	-0.008
C17H21O9	2084	369.1196107	369.1191100	1.356	369.1191024	-0.021
C16H19O10	2117	371.0988753	371.0983700	1.362	371.0983669	-0.008
C17H19O9	2049	367.1039606	367.1034600	1.364	367.1034524	-0.021
C19H23O7	1994	363.1454315	363.1449300	1.381	363.1449234	-0.018
C18H21O8	2020	365.1246961	365.1241900	1.386	365.1241879	-0.006
C19H21O7	1951	361.1297814	361.1292800	1.389	361.1292735	-0.018
C16H21O9	1866	357.1196107	357.1191100	1.402	357.1191029	-0.020
C16H19O9	1828	355.1039606	355.1034600	1.410	355.1034530	-0.020
C17H21O8	1797	353.1246961	353.1241900	1.433	353.1241886	-0.004
C17H19O8	1765	351.1090460	351.1085400	1.441	351.1085387	-0.004
C18H19O7	1705	347.1141314	347.1136300	1.444	347.1136245	-0.016
C17H17O8	1735	349.0933959	349.0928900	1.449	349.0928888	-0.003
C15H19O9	1629	343.1039606	343.1034600	1.459	343.1034542	-0.017
C14H17O10	1661	345.0832252	345.0827200	1.464	345.0827185	-0.004
C16H21O8	1593	341.1246961	341.1241900	1.484	341.1241899	0.000
C16H19O8	1552	339.1090460	339.1085400	1.492	339.1085401	0.000
C15H11O9	1484	335.0413604	335.0408600	1.493	335.0408550	-0.015
C16H17O8	1522	337.0933959	337.0928900	1.501	337.0928903	0.001
C17H17O7	1455	333.0984813	333.0979800	1.505	333.0979763	-0.011
C14H17O9	1385	329.0883106	329.0878100	1.521	329.0878062	-0.012
C15H19O8	1354	327.1090460	327.1085400	1.547	327.1085420	0.006
C16H19O7	1293	323.1141314	323.1136300	1.552	323.1136281	-0.006
C15H17O8	1322	325.0933959	325.0928900	1.556	325.0928923	0.007
C16H17O7	1258	321.0984813	321.0979800	1.561	321.0979785	-0.005
C15H11O8	1217	319.0464458	319.0459400	1.585	319.0459433	0.010
C13H15O9	1159	315.0726605	315.0721600	1.589	315.0721590	-0.003
C15H9O8	1180	317.0307957	317.0302900	1.595	317.0302937	0.012
C15H19O7	1115	311.1141314	311.1136300	1.612	311.1136309	0.003
C14H17O8	1135	313.0933959	313.0928900	1.616	313.0928949	0.016
C15H17O7	1083	309.0984813	309.0979800	1.622	309.0979814	0.004
C15H15O7	1055	307.0828313	307.0823300	1.632	307.0823319	0.006
C15H13O7	1020	305.0671812	305.0666800	1.643	305.0666824	0.008
C16H15O6	994	303.0879166	303.0874100	1.672	303.0874184	0.028
C14H17O7	919	297.0984813	297.0979800	1.687	297.0979850	0.017
C13H15O8	940	299.0777459	299.0772400	1.691	299.0772489	0.030
C14H17O6	730	281.1035457	281.1030600	1.728	281.1030554	-0.016
C13H17O7	769	285.0984813	285.0979800	1.758	285.0979894	0.033
C12H15O8	789	287.0777459	287.0772400	1.762	287.0772532	0.046
C13H15O7	744	283.0828313	283.0823300	1.771	283.0823402	0.036
C13H17O6	609	269.1035432	269.1030600	1.796	269.1030585	-0.006
C14H11O6	667	275.0566053	275.0561100	1.801	275.0561177	0.028
dataset	count	min	max	med.err.BC	avg.err.BC	std.err.BC	med.err.AC	avg.err.AC	std.err.AC
	165	269.10306	643.09407	1.10402426940419	1.16724822877281	0.266378331343252	-0.00042663227678478	-1.4328168880378E-06	0.013420245880366



Processed files:

Altamaha_SW48_000107-4_p08.xml

Parameters:

