

Dataset: Altamaha_SW48_000107-2_p08.xml

Pre-alignment:

Start ppm error: 5.00000000

Error StdDev distribution along mass:

MassMedian,LowError,HighError,ErrorMean,ErrorStdDev,Count
187.55841350,-0.440287960047395,0.857231441066911,0.20993855,0.22815174,738
278.59619200,-0.475983286320092,0.842766244253835,0.18491379,0.25265483,738
302.54345300,-0.495983659688587,0.817084884025755,0.15513849,0.23480276,730
321.05855700,-0.426822933787936,0.697968857688941,0.13538500,0.21136031,719
337.07170100,-0.456180811689836,0.747425910833116,0.14631974,0.21888115,722
352.05609500,-0.458486695789421,0.733346607381154,0.12974025,0.22169853,711
366.08624150,-0.458342192135572,0.70925181465765,0.12755996,0.20597639,714
380.09595150,-0.499898461188548,0.786507328832321,0.13885962,0.23209366,731
393.63261850,-0.52491897306056,0.813114801355096,0.14747563,0.24612978,727
406.69102850,-0.584133016864476,0.935052709415569,0.16748214,0.28620034,720
420.17355150,-0.524849848835749,0.843889097412309,0.15824994,0.24849557,727
434.10239300,-0.743913945994834,0.882665187670808,0.07086905,0.28861648,725
448.08454500,-0.66260277660279,1.0025367233698,0.17046429,0.30268958,710
462.12615100,-0.788271269184337,1.05882300196326,0.12649889,0.32926286,717
477.09501500,-0.795374976844449,1.15747748093632,0.17998632,0.35165299,715
492.05235700,-0.893172705237272,1.22741564209819,0.17313320,0.40546115,718
506.60623250,-0.918207055093395,1.31151379264477,0.19553771,0.40472830,720
522.64926450,-1.01696471451086,1.33934757625111,0.15914420,0.46099579,734
543.15960400,-1.25485685485664,1.52929486741603,0.13775227,0.53314696,728
572.11954600,-1.32290435518826,1.68470833886394,0.16950414,0.57060820,740
655.16166450,-2.21551818754261,2.45127622070682,0.12487931,0.88421986,734
Calibration: calibrant peaks total 176 matched 170(170 distinct)
match_min_m=249.041176081728
match_max_m=643.094750542
match_avg_err=1.6229018795267
match_med_err=1.53711901867239
match_std_err=0.395984477293738
linear_calibration=calibration iteration successful; original reference point count 170 removed points 64
linear_calibration=y = 2.72701116325619 + -0.00270002629611737 * x (relative error calibration - 1.0E-6)
linear_calibration_R^2=0.985794189571891
id	exp_ind	exp_val	the_val	err_ppm_exp	res_val	err_ppm_cal
C27H29O12	4672	545.1671276	545.1664500	1.243	545.1664434	-0.012
C26H27O13	4693	547.1463922	547.1457100	1.247	547.1457084	-0.003
C24H29O14	4624	541.1569569	541.1562800	1.251	541.1562718	-0.015
C24H27O14	4598	539.1413068	539.1406300	1.255	539.1406214	-0.016
C24H23O14	4547	535.1100067	535.1093300	1.265	535.1093206	-0.018
C25H29O13	4577	537.1620422	537.1613600	1.270	537.1613565	-0.007
C26H29O12	4528	533.1671276	533.1664500	1.271	533.1664412	-0.017
C27H29O11	4466	529.1722130	529.1715400	1.272	529.1715260	-0.026
C25H23O13	4496	531.1150921	531.1144100	1.284	531.1144053	-0.009
C24H31O13	4435	527.1776923	527.1770100	1.294	527.1770051	-0.009
C26H31O11	4338	519.1878631	519.1871900	1.296	519.1871750	-0.029
C24H29O13	4407	525.1620422	525.1613600	1.299	525.1613548	-0.010
C25H29O12	4358	521.1671276	521.1664500	1.300	521.1664398	-0.020
C24H27O13	4381	523.1463922	523.1457100	1.304	523.1457045	-0.011
C26H27O11	4281	515.1565629	515.1558900	1.306	515.1558747	-0.030
C23H17O14	4301	517.0630565	517.0623800	1.308	517.0623683	-0.023
C24H17O13	4243	513.0681419	513.0674600	1.329	513.0674535	-0.013
C23H27O13	4223	511.1463922	511.1457100	1.335	511.1457037	-0.012
C24H27O12	4167	507.1514776	507.1508000	1.336	507.1507890	-0.022
C22H17O14	4132	505.0630565	505.0623800	1.339	505.0623679	-0.024
C23H25O13	4193	509.1307421	509.1300600	1.340	509.1300536	-0.013
C24H23O12	4104	503.1201774	503.1195000	1.346	503.1194889	-0.022
C24H31O11	3978	495.1878631	495.1871900	1.359	495.1871748	-0.031
C23H17O13	4066	501.0681419	501.0674600	1.361	501.0674533	-0.013
C23H29O12	4009	497.1671276	497.1664500	1.363	497.1664392	-0.022
C24H29O11	3948	493.1722130	493.1715400	1.365	493.1715248	-0.031
C22H27O13	4039	499.1463922	499.1457100	1.367	499.1457037	-0.013
C24H27O11	3918	491.1565629	491.1558900	1.370	491.1558749	-0.031
C25H29O10	3890	489.1772984	489.1766200	1.387	489.1766105	-0.019
C23H19O12	3844	487.0888773	487.0882000	1.391	487.0881896	-0.021
C21H25O13	3816	485.1307421	485.1300600	1.406	485.1300546	-0.011
C23H25O11	3712	477.1409129	477.1402400	1.410	477.1402264	-0.028
C21H23O13	3787	483.1150921	483.1144100	1.412	483.1144048	-0.011
C22H23O12	3735	479.1201774	479.1195000	1.414	479.1194907	-0.019
C23H23O11	3684	475.1252628	475.1245900	1.416	475.1245767	-0.028
C21H21O13	3758	481.0994420	481.0987600	1.418	481.0987550	-0.010
C22H27O11	3557	467.1565629	467.1558900	1.440	467.1558782	-0.025
C21H13O13	3639	473.0368417	473.0361600	1.441	473.0361559	-0.009
C21H25O12	3584	469.1358275	469.1351500	1.444	469.1351424	-0.016
C22H25O11	3525	465.1409129	465.1402400	1.447	465.1402286	-0.025
C20H23O13	3613	471.1150921	471.1144100	1.448	471.1144066	-0.007
C23H27O10	3500	463.1616483	463.1609700	1.465	463.1609645	-0.012
C23H25O10	3465	461.1459983	461.1453200	1.471	461.1453149	-0.011
C23H23O10	3427	459.1303482	459.1296700	1.477	459.1296653	-0.010
C21H27O11	3355	455.1565629	455.1558900	1.478	455.1558811	-0.020
C20H25O12	3391	457.1358275	457.1351500	1.482	457.1351451	-0.011
C21H25O11	3326	453.1409129	453.1402400	1.485	453.1402316	-0.019
C22H27O10	3301	451.1616483	451.1609700	1.503	451.1609676	-0.005
C22H25O10	3273	449.1459983	449.1453200	1.510	449.1453181	-0.004
C20H15O12	3235	447.0575772	447.0569000	1.515	447.0568977	-0.005
C20H25O11	3142	441.1409129	441.1402400	1.525	441.1402353	-0.011
C20H23O11	3107	439.1252628	439.1245900	1.532	439.1245860	-0.009
C21H17O11	3202	445.0783126	445.0776300	1.534	445.0776337	0.008
C21H15O11	3164	443.0626626	443.0619800	1.541	443.0619843	0.010
C22H27O9	3050	435.1667337	435.1660600	1.548	435.1660583	-0.004
C21H25O10	3078	437.1459983	437.1453200	1.552	437.1453221	0.005
C22H25O9	3013	433.1510836	433.1504100	1.555	433.1504090	-0.002
C22H23O9	2971	431.1354336	431.1347600	1.562	431.1347597	-0.001
C19H23O11	2891	427.1252628	427.1245900	1.575	427.1245906	0.001
C18H21O12	2923	429.1045274	429.1038500	1.579	429.1038544	0.010
C20H25O10	2861	425.1459983	425.1453200	1.595	425.1453269	0.016
C21H25O9	2798	421.1510836	421.1504100	1.599	421.1504140	0.010
C20H23O10	2829	423.1303482	423.1296700	1.603	423.1296777	0.018
C21H23O9	2767	419.1354336	419.1347600	1.607	419.1347649	0.012
C21H21O9	2724	417.1197835	417.1191100	1.615	417.1191158	0.014
C17H19O12	2681	415.0888773	415.0882000	1.632	415.0882106	0.025
C19H25O10	2652	413.1459983	413.1453200	1.642	413.1453325	0.030
C19H23O10	2620	411.1303482	411.1296700	1.650	411.1296834	0.033
C20H23O9	2562	407.1354336	407.1347600	1.654	407.1347709	0.027
C19H21O10	2590	409.1146981	409.1140200	1.658	409.1140344	0.035
C20H21O9	2524	405.1197835	405.1191100	1.662	405.1191219	0.029
C20H19O9	2480	403.1041334	403.1034600	1.671	403.1034729	0.032
C17H19O11	2402	399.0939627	399.0932900	1.686	399.0933044	0.036
C19H13O10	2432	401.0520979	401.0514200	1.690	401.0514385	0.046
C19H23O9	2339	395.1354336	395.1347600	1.705	395.1347776	0.045
C19H21O9	2308	393.1197835	393.1191100	1.713	393.1191287	0.048
dataset	count	min	max	med.err.BC	avg.err.BC	std.err.BC	med.err.AC	avg.err.AC	std.err.AC
	106	393.11911	621.10972	1.36001622930297	1.37242313439283	0.174134272712717	-0.0047103184006529	-1.91315095116222E-06	0.0207547383140757
quadratic_calibration=calibration iteration successful; original reference point count 170 removed points 12
quadratic_calibration=y = 4.76488940874533 + -0.0108814083811905 * x + 8.07454023646897E-06 * x^2 (relative error calibration - 1.0E-6)
quadratic_calibration_R^2=0.997758537840126
id	exp_ind	exp_val	the_val	err_ppm_exp	res_val	err_ppm_cal
C29H23O17	5257	643.0947505	643.0940700	1.058	643.0940390	-0.048
C27H25O17	5197	621.1104006	621.1097200	1.096	621.1097041	-0.026
C27H23O17	5190	619.0947505	619.0940700	1.099	619.0940553	-0.024
C28H21O16	5163	613.0841859	613.0835100	1.102	613.0834939	-0.026
C27H21O17	5183	617.0791005	617.0784200	1.103	617.0784063	-0.022
C29H37O14	5148	609.2195571	609.2188800	1.111	609.2188671	-0.021
C27H23O16	5124	603.0998359	603.0991600	1.121	603.0991488	-0.019
C26H23O17	5136	607.0947505	607.0940700	1.121	607.0940616	-0.014
C27H21O16	5116	601.0841859	601.0835100	1.124	601.0834997	-0.017
C26H21O17	5129	605.0791005	605.0784200	1.125	605.0784125	-0.012
C25H21O17	5076	593.0791005	593.0784200	1.147	593.0784175	-0.004
C26H19O16	5050	587.0685358	587.0678600	1.151	587.0678550	-0.009
C27H27O15	5070	591.1362214	591.1355400	1.153	591.1355392	-0.001
C29H33O13	5064	589.1933424	589.1926600	1.158	589.1926609	0.001
C27H33O14	5012	581.1882570	581.1875800	1.165	581.1875781	-0.003
C25H23O16	4992	579.0998359	579.0991600	1.167	579.0991576	-0.004
C25H21O16	4975	577.0841859	577.0835100	1.171	577.0835081	-0.003
C25H19O16	4957	575.0685358	575.0678600	1.175	575.0678586	-0.002
C27H23O14	4918	571.1100067	571.1093300	1.185	571.1093305	0.001
C26H21O15	4940	573.0892712	573.0885900	1.189	573.0885945	0.008
C26H31O14	4874	567.1726069	567.1719300	1.194	567.1719316	0.003
C26H17O15	4891	569.0579711	569.0572900	1.197	569.0572954	0.009
C26H29O14	4850	565.1569569	565.1562800	1.198	565.1562820	0.003
C26H25O14	4820	561.1256567	561.1249800	1.206	561.1249826	0.005
C27H31O13	4833	563.1776923	563.1770100	1.212	563.1770178	0.014
C25H19O15	4802	559.0736212	559.0729400	1.218	559.0729474	0.013
C25H29O14	4748	553.1569569	553.1562800	1.224	553.1562840	0.007
C24H27O15	4767	555.1362214	555.1355400	1.227	555.1355483	0.015
C26H31O13	4729	551.1776923	551.1770100	1.238	551.1770197	0.018
C28H31O11	4653	543.1878631	543.1871900	1.239	543.1871913	0.002
C26H29O13	4711	549.1620422	549.1613600	1.242	549.1613699	0.018
C27H29O12	4672	545.1671276	545.1664500	1.243	545.1664557	0.010
C26H27O13	4693	547.1463922	547.1457100	1.247	547.1457200	0.018
C24H29O14	4624	541.1569569	541.1562800	1.251	541.1562853	0.010
C24H27O14	4598	539.1413068	539.1406300	1.255	539.1406354	0.010
C24H23O14	4547	535.1100067	535.1093300	1.265	535.1093355	0.010
C25H29O13	4577	537.1620422	537.1613600	1.270	537.1613710	0.020
C26H29O12	4528	533.1671276	533.1664500	1.271	533.1664566	0.012
C27H29O11	4466	529.1722130	529.1715400	1.272	529.1715421	0.004
C25H23O13	4496	531.1150921	531.1144100	1.284	531.1144211	0.021
C24H31O13	4435	527.1776923	527.1770100	1.294	527.1770215	0.022
C26H31O11	4338	519.1878631	519.1871900	1.296	519.1871923	0.004
C24H29O13	4407	525.1620422	525.1613600	1.299	525.1613715	0.022
C25H29O12	4358	521.1671276	521.1664500	1.300	521.1664569	0.013
C24H27O13	4381	523.1463922	523.1457100	1.304	523.1457214	0.022
C26H27O11	4281	515.1565629	515.1558900	1.306	515.1558921	0.004
C23H17O14	4301	517.0630565	517.0623800	1.308	517.0623857	0.011
C24H17O13	4243	513.0681419	513.0674600	1.329	513.0674710	0.021
C23H27O13	4223	511.1463922	511.1457100	1.335	511.1457213	0.022
C24H27O12	4167	507.1514776	507.1508000	1.336	507.1508065	0.013
C22H17O14	4132	505.0630565	505.0623800	1.339	505.0623853	0.011
C23H25O13	4193	509.1307421	509.1300600	1.340	509.1300712	0.022
C24H23O12	4104	503.1201774	503.1195000	1.346	503.1195062	0.012
C24H31O11	3978	495.1878631	495.1871900	1.359	495.1871913	0.003
C23H17O13	4066	501.0681419	501.0674600	1.361	501.0674705	0.021
C23H29O12	4009	497.1671276	497.1664500	1.363	497.1664560	0.012
C24H29O11	3948	493.1722130	493.1715400	1.365	493.1715411	0.002
C22H27O13	4039	499.1463922	499.1457100	1.367	499.1457207	0.021
C24H27O11	3918	491.1565629	491.1558900	1.370	491.1558909	0.002
C25H29O10	3890	489.1772984	489.1766200	1.387	489.1766262	0.013
C23H19O12	3844	487.0888773	487.0882000	1.391	487.0882049	0.010
C21H25O13	3816	485.1307421	485.1300600	1.406	485.1300696	0.020
C23H25O11	3712	477.1409129	477.1402400	1.410	477.1402395	-0.001
C21H23O13	3787	483.1150921	483.1144100	1.412	483.1144193	0.019
C22H23O12	3735	479.1201774	479.1195000	1.414	479.1195043	0.009
C23H23O11	3684	475.1252628	475.1245900	1.416	475.1245893	-0.002
C21H21O13	3758	481.0994420	481.0987600	1.418	481.0987690	0.019
C22H27O11	3557	467.1565629	467.1558900	1.440	467.1558885	-0.003
C21H13O13	3639	473.0368417	473.0361600	1.441	473.0361680	0.017
C21H25O12	3584	469.1358275	469.1351500	1.444	469.1351533	0.007
C22H25O11	3525	465.1409129	465.1402400	1.447	465.1402382	-0.004
C20H23O13	3613	471.1150921	471.1144100	1.448	471.1144181	0.017
C23H27O10	3500	463.1616483	463.1609700	1.465	463.1609734	0.007
C23H25O10	3465	461.1459983	461.1453200	1.471	461.1453231	0.007
C23H23O10	3427	459.1303482	459.1296700	1.477	459.1296728	0.006
C21H27O11	3355	455.1565629	455.1558900	1.478	455.1558871	-0.006
C20H25O12	3391	457.1358275	457.1351500	1.482	457.1351519	0.004
C21H25O11	3326	453.1409129	453.1402400	1.485	453.1402368	-0.007
C22H27O10	3301	451.1616483	451.1609700	1.503	451.1609720	0.004
C22H25O10	3273	449.1459983	449.1453200	1.510	449.1453216	0.004
C20H15O12	3235	447.0575772	447.0569000	1.515	447.0569003	0.001
C20H25O11	3142	441.1409129	441.1402400	1.525	441.1402353	-0.011
C20H23O11	3107	439.1252628	439.1245900	1.532	439.1245850	-0.011
C21H17O11	3202	445.0783126	445.0776300	1.534	445.0776355	0.012
C21H15O11	3164	443.0626626	443.0619800	1.541	443.0619852	0.012
C22H27O9	3050	435.1667337	435.1660600	1.548	435.1660554	-0.011
C21H25O10	3078	437.1459983	437.1453200	1.552	437.1453202	0.000
C22H25O9	3013	433.1510836	433.1504100	1.555	433.1504051	-0.011
C22H23O9	2971	431.1354336	431.1347600	1.562	431.1347548	-0.012
C19H23O11	2891	427.1252628	427.1245900	1.575	427.1245836	-0.015
C18H21O12	2923	429.1045274	429.1038500	1.579	429.1038484	-0.004
C20H25O10	2861	425.1459983	425.1453200	1.595	425.1453188	-0.003
C21H25O9	2798	421.1510836	421.1504100	1.599	421.1504037	-0.015
C20H23O10	2829	423.1303482	423.1296700	1.603	423.1296685	-0.004
C21H23O9	2767	419.1354336	419.1347600	1.607	419.1347535	-0.016
C21H21O9	2724	417.1197835	417.1191100	1.615	417.1191032	-0.016
C17H19O12	2681	415.0888773	415.0882000	1.632	415.0881968	-0.008
C19H25O10	2652	413.1459983	413.1453200	1.642	413.1453176	-0.006
C19H23O10	2620	411.1303482	411.1296700	1.650	411.1296673	-0.006
C20H23O9	2562	407.1354336	407.1347600	1.654	407.1347524	-0.019
C19H21O10	2590	409.1146981	409.1140200	1.658	409.1140171	-0.007
C20H21O9	2524	405.1197835	405.1191100	1.662	405.1191022	-0.019
C20H19O9	2480	403.1041334	403.1034600	1.671	403.1034519	-0.020
C17H19O11	2402	399.0939627	399.0932900	1.686	399.0932809	-0.023
C19H13O10	2432	401.0520979	401.0514200	1.690	401.0514162	-0.009
C19H23O9	2339	395.1354336	395.1347600	1.705	395.1347516	-0.021
C18H21O10	2368	397.1146981	397.1140200	1.708	397.1140162	-0.009
C19H21O9	2308	393.1197835	393.1191100	1.713	393.1191014	-0.022
C19H17O9	2231	389.0884834	389.0878100	1.731	389.0878011	-0.023
C20H23O8	2280	391.1405189	391.1398400	1.736	391.1398368	-0.008
C19H15O9	2189	387.0728333	387.0721600	1.739	387.0721510	-0.023
C20H21O8	2236	389.1248689	389.1241900	1.745	389.1241866	-0.009
C18H21O9	2099	381.1197835	381.1191100	1.767	381.1191011	-0.023
C17H19O10	2126	383.0990481	383.0983700	1.770	383.0983656	-0.011
C16H17O11	2156	385.0783126	385.0776300	1.773	385.0776302	0.001
C19H23O8	2071	379.1405189	379.1398400	1.791	379.1398365	-0.009
C19H21O8	2036	377.1248689	377.1241900	1.800	377.1241864	-0.009
C19H19O8	1999	375.1092188	375.1085400	1.810	375.1085364	-0.010
C16H21O10	1960	373.1146981	373.1140200	1.817	373.1140157	-0.012
C17H21O9	1893	369.1197835	369.1191100	1.825	369.1191012	-0.024
C16H19O10	1921	371.0990481	371.0983700	1.827	371.0983657	-0.012
C17H19O9	1858	367.1041334	367.1034600	1.834	367.1034512	-0.024
C19H23O7	1799	363.1456043	363.1449300	1.857	363.1449223	-0.021
C18H21O8	1828	365.1248689	365.1241900	1.859	365.1241867	-0.009
C19H21O7	1760	361.1299543	361.1292800	1.867	361.1292723	-0.021
C17H11O9	1709	359.0415332	359.0408600	1.875	359.0408514	-0.024
C16H21O9	1680	357.1197835	357.1191100	1.886	357.1191019	-0.023
C16H19O9	1647	355.1041334	355.1034600	1.896	355.1034520	-0.023
C17H21O8	1620	353.1248689	353.1241900	1.922	353.1241876	-0.007
C17H19O8	1584	351.1092188	351.1085400	1.933	351.1085378	-0.006
C18H19O7	1520	347.1143042	347.1136300	1.942	347.1136236	-0.018
C17H17O8	1550	349.0935688	349.0928900	1.944	349.0928879	-0.006
C15H19O9	1443	343.1041334	343.1034600	1.963	343.1034534	-0.019
C14H17O10	1478	345.0833980	345.0827200	1.965	345.0827177	-0.007
C16H21O8	1415	341.1248689	341.1241900	1.990	341.1241892	-0.002
C16H19O8	1378	339.1092188	339.1085400	2.002	339.1085394	-0.002
C15H11O9	1317	335.0415332	335.0408600	2.009	335.0408545	-0.016
C16H17O8	1350	337.0935688	337.0928900	2.014	337.0928897	-0.001
C17H17O7	1292	333.0986541	333.0979800	2.024	333.0979759	-0.012
C14H17O9	1227	329.0884834	329.0878100	2.046	329.0878060	-0.012
C15H19O8	1204	327.1092188	327.1085400	2.075	327.1085419	0.006
C16H19O7	1146	323.1143042	323.1136300	2.087	323.1136283	-0.005
C15H17O8	1170	325.0935688	325.0928900	2.088	325.0928923	0.007
C16H17O7	1117	321.0986541	321.0979800	2.099	321.0979787	-0.004
C15H11O8	1079	319.0466186	319.0459400	2.127	319.0459437	0.012
C13H15O9	1021	315.0728333	315.0721600	2.137	315.0721597	-0.001
C15H9O8	1043	317.0309685	317.0302900	2.140	317.0302943	0.013
C15H19O7	976	311.1143042	311.1136300	2.167	311.1136318	0.006
C14H17O8	998	313.0935688	313.0928900	2.168	313.0928958	0.018
C15H17O7	948	309.0986541	309.0979800	2.181	309.0979825	0.008
C15H15O7	922	307.0830041	307.0823300	2.195	307.0823331	0.010
C15H13O7	890	305.0673540	305.0666800	2.209	305.0666838	0.013
C16H15O6	867	303.0880894	303.0874100	2.242	303.0874200	0.033
C14H17O7	797	297.0986541	297.0979800	2.269	297.0979872	0.024
C13H15O8	816	299.0779187	299.0772400	2.269	299.0772509	0.037
C15H19O6	778	295.1193896	295.1187100	2.303	295.1187235	0.046
C15H17O6	754	293.1037395	293.1030600	2.318	293.1030744	0.049
C13H15O7	645	283.0830041	283.0823300	2.381	283.0823440	0.050
dataset	count	min	max	med.err.BC	avg.err.BC	std.err.BC	med.err.AC	avg.err.AC	std.err.AC
	158	283.08233	643.09407	1.50679148970102	1.56745635731712	0.338004789095241	-0.00100463092006249	-2.57019071256538E-06	0.016002526455822



Processed files:

Altamaha_SW48_000107-2_p08.xml

Parameters:

<DefaultParameters><InputFilesTab><Adduct></Adduct><Ionization>proton_detachment</Ionization><Charge>1</Charge><UsePreAlignment>True</UsePreAlignment><Calibration><RefPeakFileName>E:\SDU\0.source\chem\Formularity_Program\NOM_neg_2.ref</RefPeakFileName><Regression>quadratic</Regression><RelFactor>1000000</RelFactor><StartTolerance>5</StartTolerance><EndTolerance>0.05</EndTolerance><PeakFilters><MinSToN>4</MinSToN><MinRelAbun>0.01</MinRelAbun><MaxRelAbun>1</MaxRelAbun></PeakFilters></Calibration></InputFilesTab><CiaTab><UseAlignment>True</UseAlignment><AlignmentTolerance>1</AlignmentTolerance><CiaDBFilename>E:\SDU\0.源码\Formularity_Program\CIA_DB_2016_11_21.bin</CiaDBFilename><StaticPpmDynamicStdDevError>False</StaticPpmDynamicStdDevError><StdDevErrorGain>1</StdDevErrorGain><FormulaTolerance>1</FormulaTolerance><DBMassLimit>500</DBMassLimit><FormulaScore>MinNSPAndError</FormulaScore><UseKendrick>True</UseKendrick><UseC13>True</UseC13><C13Tolerance>1</C13Tolerance><UseFormulaFilters>True</UseFormulaFilters><ElementalCounts>True</ElementalCounts><ValenceRules>True</ValenceRules><ElementalRatios>True</ElementalRatios><HeteroatomCounts>True</HeteroatomCounts><PositiveAtoms>True</PositiveAtoms><IntegerDBE>False</IntegerDBE><SpecialFilter>Water</SpecialFilter><UserDefinedFilter>N&lt;=3 AND P&lt;=2 AND S&lt;= 1</UserDefinedFilter><UseRelation>True</UseRelation><MaxRelationGaps>2</MaxRelationGaps><UseBackward>False</UseBackward><RelationErrorType>AMU</RelationErrorType><RelationError>2E-05</RelationError><FormulaBuildingBlocks><CH2>True</CH2><CH4O-1>False</CH4O-1><H2>False</H2><C2H4O>False</C2H4O><CO2>False</CO2><C2H2O>False</C2H2O><O>False</O><HN>False</HN><CH2O>False</CH2O></FormulaBuildingBlocks><Output><GenerateReports>False</GenerateReports><Error>Signed</Error></Output></CiaTab><IpaTab><IpaDBFilename>F:\Documents\Projects\NikolaTolic\Formularity\Documents\IPA_DB_MTW_Cl_8_3.txt</IpaDBFilename><MassTol>1</MassTol><MajorPeaksMinSToN>1</MajorPeaksMinSToN><MinorPeaksMinSToN>1</MinorPeaksMinSToN><MatchedPeakReport>True</MatchedPeakReport><MinPeakProbabilityToScore>0.001</MinPeakProbabilityToScore><DbFilter>r/O</DbFilter></IpaTab></DefaultParameters>

