

Dataset: Altamaha_PP48_000107-4_p08.xml

Pre-alignment:

Start ppm error: 5.00000000

Error StdDev distribution along mass:

MassMedian,LowError,HighError,ErrorMean,ErrorStdDev,Count
191.99208500,-0.323866834913523,0.728963486737288,0.20002469,0.19305709,709
272.61838750,-0.422693005658319,0.802266058894868,0.18196431,0.23162353,718
296.04968400,-0.448604703961969,0.749059542173851,0.15229245,0.21628672,720
313.07632100,-0.394409546773343,0.68278749404385,0.13839503,0.20159981,705
328.10073700,-0.39702178763642,0.674815122498705,0.13679145,0.19694193,704
341.61878950,-0.358454936085604,0.593300703679357,0.11341346,0.17450787,689
354.58942700,-0.454002639000217,0.67319531772433,0.11221556,0.20157284,701
367.12444650,-0.459526033638684,0.651100253646375,0.09894536,0.18781736,696
379.63867800,-0.475710009042851,0.696664940015726,0.11293746,0.20715463,697
392.07520250,-0.535382608027348,0.777204170405003,0.12607317,0.23623050,701
403.59834950,-0.446349149643824,0.723459952935476,0.13728665,0.21970063,700
415.13606500,-0.520109691594116,0.901864958027656,0.18964702,0.25934352,716
427.12190000,-0.647605788433548,0.752719615672587,0.05159607,0.25283661,710
439.13083800,-0.649825595307288,0.898889862002935,0.13431788,0.26996876,699
451.59615500,-0.599217258964323,0.863096452864483,0.13508621,0.26250583,694
464.55533800,-0.742053603282752,0.985448319946972,0.12364963,0.30475613,710
477.60310600,-0.679707293639284,1.03103886220943,0.15563158,0.30562558,692
490.65795250,-0.819638030489235,1.13551048146334,0.15912979,0.35010026,695
504.17607700,-0.917728117034674,1.19567371699431,0.15423324,0.37481190,696
519.12689300,-0.871144558586517,1.2182434181125,0.16377576,0.38163042,694
535.59476100,-0.991389637456749,1.2821005279394,0.15624112,0.40186611,703
555.62492250,-1.0975389340395,1.39501814418822,0.14745863,0.45948465,715
585.11973200,-1.5004525082535,1.68515352690829,0.09987864,0.59983006,718
668.17020500,-2.02391844724148,2.37761822081107,0.16362114,0.79599304,721
Calibration: calibrant peaks total 176 matched 173(173 distinct)
match_min_m=249.0410759358
match_max_m=643.0946457346
match_avg_err=1.35211097013934
match_med_err=1.28030078506229
match_std_err=0.367943718498872
linear_calibration=calibration iteration successful; original reference point count 173 removed points 62
linear_calibration=y = 2.3131454095127 + -0.00229665641508965 * x (relative error calibration - 1.0E-6)
linear_calibration_R^2=0.984201087403209
id	exp_ind	exp_val	the_val	err_ppm_exp	res_val	err_ppm_cal
C24H27O14	4925	539.1412020	539.1406300	1.061	539.1406225	-0.014
C24H23O14	4871	535.1099019	535.1093300	1.069	535.1093217	-0.015
C27H29O11	4785	529.1721082	529.1715400	1.074	529.1715273	-0.024
C26H29O12	4847	533.1670228	533.1664500	1.074	533.1664424	-0.014
C25H29O13	4901	537.1619374	537.1613600	1.075	537.1613576	-0.004
C25H23O13	4814	531.1149872	531.1144100	1.087	531.1144065	-0.006
C26H31O11	4643	519.1877583	519.1871900	1.095	519.1871764	-0.026
C24H31O13	4751	527.1775875	527.1770100	1.095	527.1770063	-0.007
C25H29O12	4664	521.1670228	521.1664500	1.099	521.1664411	-0.017
C24H29O13	4717	525.1619374	525.1613600	1.100	525.1613561	-0.007
C26H27O11	4584	515.1564581	515.1558900	1.103	515.1558760	-0.027
C24H27O13	4690	523.1462874	523.1457100	1.104	523.1457058	-0.008
C23H17O14	4606	517.0629517	517.0623800	1.106	517.0623697	-0.020
C24H17O13	4543	513.0680371	513.0674600	1.125	513.0674548	-0.010
C24H27O12	4463	507.1513728	507.1508000	1.129	507.1507903	-0.019
C23H27O13	4520	511.1462874	511.1457100	1.130	511.1457051	-0.010
C22H17O14	4430	505.0629517	505.0623800	1.132	505.0623692	-0.021
C23H25O13	4489	509.1306373	509.1300600	1.134	509.1300549	-0.010
C24H23O12	4402	503.1200726	503.1195000	1.138	503.1194902	-0.020
C24H31O11	4264	495.1877583	495.1871900	1.148	495.1871760	-0.028
C23H17O13	4362	501.0680371	501.0674600	1.152	501.0674546	-0.011
C24H29O11	4231	493.1721082	493.1715400	1.152	493.1715260	-0.028
C23H29O12	4296	497.1670228	497.1664500	1.152	497.1664405	-0.019
C24H27O11	4200	491.1564581	491.1558900	1.157	491.1558760	-0.028
C22H27O13	4329	499.1462874	499.1457100	1.157	499.1457050	-0.010
C25H29O10	4172	489.1771936	489.1766200	1.173	489.1766116	-0.017
C23H19O12	4124	487.0887725	487.0882000	1.175	487.0881907	-0.019
C21H25O13	4092	485.1306373	485.1300600	1.190	485.1300557	-0.009
C23H25O11	3976	477.1408081	477.1402400	1.191	477.1402272	-0.027
C21H23O13	4059	483.1149872	483.1144100	1.195	483.1144058	-0.009
C22H23O12	4001	479.1200726	479.1195000	1.195	479.1194916	-0.018
C23H23O11	3946	475.1251580	475.1245900	1.195	475.1245774	-0.026
C21H21O13	4029	481.0993372	481.0987600	1.200	481.0987559	-0.009
C22H27O11	3805	467.1564581	467.1558900	1.216	467.1558787	-0.024
C21H13O13	3903	473.0367369	473.0361600	1.220	473.0361566	-0.007
C21H25O12	3837	469.1357227	469.1351500	1.221	469.1351430	-0.015
C22H25O11	3770	465.1408081	465.1402400	1.221	465.1402290	-0.024
C20H23O13	3872	471.1149872	471.1144100	1.225	471.1144072	-0.006
C23H27O10	3738	463.1615435	463.1609700	1.238	463.1609648	-0.011
C23H25O10	3704	461.1458934	461.1453200	1.244	461.1453151	-0.011
C21H27O11	3581	455.1564581	455.1558900	1.248	455.1558811	-0.020
C23H23O10	3662	459.1302434	459.1296700	1.249	459.1296655	-0.010
C20H25O12	3620	457.1357227	457.1351500	1.253	457.1351452	-0.010
C21H25O11	3545	453.1408081	453.1402400	1.254	453.1402315	-0.019
C21H15O11	3370	443.0625361	443.0619800	1.255	443.0619621	-0.040
C22H27O10	3518	451.1615435	451.1609700	1.271	451.1609674	-0.006
C22H25O10	3486	449.1458934	449.1453200	1.277	449.1453178	-0.005
C20H15O12	3444	447.0574724	447.0569000	1.280	447.0568973	-0.006
C20H25O11	3343	441.1408081	441.1402400	1.288	441.1402346	-0.012
C20H23O11	3304	439.1251580	439.1245900	1.293	439.1245851	-0.011
C21H17O11	3411	445.0782078	445.0776300	1.298	445.0776332	0.007
C22H27O9	3246	435.1666289	435.1660600	1.307	435.1660572	-0.006
C21H25O10	3275	437.1458934	437.1453200	1.312	437.1453211	0.003
C22H25O9	3207	433.1509788	433.1504100	1.313	433.1504078	-0.005
C22H23O9	3162	431.1353288	431.1347600	1.319	431.1347584	-0.004
C19H23O11	3071	427.1251580	427.1245900	1.330	427.1245890	-0.002
C18H21O12	3110	429.1044226	429.1038500	1.334	429.1038529	0.007
C20H25O10	3039	425.1458934	425.1453200	1.349	425.1453251	0.012
C21H25O9	2975	421.1509788	421.1504100	1.351	421.1504120	0.005
C20H23O10	3005	423.1302434	423.1296700	1.355	423.1296758	0.014
C21H23O9	2943	419.1353288	419.1347600	1.357	419.1347627	0.006
C21H21O9	2900	417.1196787	417.1191100	1.363	417.1191134	0.008
C17H19O12	2852	415.0887725	415.0882000	1.379	415.0882080	0.019
C19H25O10	2822	413.1458934	413.1453200	1.388	413.1453298	0.024
C19H23O10	2785	411.1302434	411.1296700	1.395	411.1296806	0.026
C20H23O9	2722	407.1353288	407.1347600	1.397	407.1347677	0.019
C19H21O10	2752	409.1145933	409.1140200	1.401	409.1140314	0.028
C20H21O9	2682	405.1196787	405.1191100	1.404	405.1191185	0.021
C20H19O9	2633	403.1040286	403.1034600	1.411	403.1034694	0.023
C17H19O11	2543	399.0938579	399.0932900	1.423	399.0933005	0.026
C19H13O10	2579	401.0519931	401.0514200	1.429	401.0514348	0.037
C19H23O9	2479	395.1353288	395.1347600	1.439	395.1347733	0.034
C18H21O10	2509	397.1145933	397.1140200	1.444	397.1140369	0.043
C19H21O9	2446	393.1196787	393.1191100	1.447	393.1191243	0.036
C19H17O9	2367	389.0883786	389.0878100	1.461	389.0878262	0.042
C19H15O9	2319	387.0727285	387.0721600	1.469	387.0721772	0.045
dataset	count	min	max	med.err.BC	avg.err.BC	std.err.BC	med.err.AC	avg.err.AC	std.err.AC
	111	387.07216	635.08899	1.15164852244551	1.16421716149428	0.153696395694377	-0.00512766181351165	-1.37844468123567E-06	0.0193186725007769
quadratic_calibration=calibration iteration successful; original reference point count 173 removed points 16
quadratic_calibration=y = 3.94172873148054 + -0.00883257858100332 * x + 6.44571576790769E-06 * x^2 (relative error calibration - 1.0E-6)
quadratic_calibration_R^2=0.997717580030529
id	exp_ind	exp_val	the_val	err_ppm_exp	res_val	err_ppm_cal
C29H23O17	5669	643.0946457	643.0940700	0.895	643.0940494	-0.032
C27H23O18	5645	635.0895604	635.0889900	0.898	635.0889684	-0.034
C27H25O17	5597	621.1102958	621.1097200	0.927	621.1097105	-0.015
C27H23O17	5589	619.0946457	619.0940700	0.930	619.0940613	-0.014
C28H21O16	5563	613.0840810	613.0835100	0.931	613.0834990	-0.018
C27H19O17	5574	615.0633456	615.0627700	0.936	615.0627628	-0.012
C29H37O14	5547	609.2194523	609.2188800	0.939	609.2188717	-0.014
C27H23O16	5519	603.0997311	603.0991600	0.947	603.0991526	-0.012
C26H23O17	5532	607.0946457	607.0940700	0.948	607.0940659	-0.007
C27H21O16	5509	601.0840810	601.0835100	0.950	601.0835031	-0.011
C27H19O16	5496	599.0684310	599.0678600	0.953	599.0678537	-0.011
C26H19O16	5423	587.0684310	587.0678600	0.973	587.0678569	-0.005
C27H27O15	5450	591.1361166	591.1355400	0.975	591.1355415	0.003
C26H17O16	5406	585.0527809	585.0522100	0.976	585.0522073	-0.005
C29H33O13	5440	589.1932376	589.1926600	0.980	589.1926630	0.005
C27H33O14	5380	581.1881522	581.1875800	0.985	581.1875794	-0.001
C25H23O16	5360	579.0997311	579.0991600	0.986	579.0991587	-0.002
C25H21O16	5341	577.0840810	577.0835100	0.990	577.0835091	-0.002
C25H19O16	5326	575.0684310	575.0678600	0.993	575.0678594	-0.001
C27H23O14	5283	571.1099019	571.1093300	1.001	571.1093309	0.002
C26H21O15	5304	573.0891664	573.0885900	1.006	573.0885951	0.009
C26H31O14	5237	567.1725021	567.1719300	1.009	567.1719318	0.003
C26H29O14	5212	565.1568521	565.1562800	1.012	565.1562820	0.004
C26H17O15	5253	569.0578663	569.0572900	1.013	569.0572957	0.010
C26H25O14	5170	561.1255519	561.1249800	1.019	561.1249824	0.004
C27H31O13	5190	563.1775875	563.1770100	1.025	563.1770177	0.014
C26H21O14	5126	557.0942518	557.0936800	1.026	557.0936827	0.005
C25H19O15	5145	559.0735164	559.0729400	1.031	559.0729470	0.013
C25H29O14	5088	553.1568521	553.1562800	1.034	553.1562833	0.006
C24H27O15	5110	555.1361166	555.1355400	1.039	555.1355477	0.014
C28H31O11	4983	543.1877583	543.1871900	1.046	543.1871902	0.000
C26H31O13	5067	551.1775875	551.1770100	1.048	551.1770189	0.016
C27H29O12	5008	545.1670228	545.1664500	1.051	545.1664546	0.009
C26H29O13	5045	549.1619374	549.1613600	1.051	549.1613690	0.016
C26H27O13	5027	547.1462874	547.1457100	1.055	547.1457191	0.017
C24H29O14	4955	541.1568521	541.1562800	1.057	541.1562841	0.008
C24H27O14	4925	539.1412020	539.1406300	1.061	539.1406341	0.008
C24H23O14	4871	535.1099019	535.1093300	1.069	535.1093341	0.008
C27H29O11	4785	529.1721082	529.1715400	1.074	529.1715405	0.001
C26H29O12	4847	533.1670228	533.1664500	1.074	533.1664551	0.010
C25H29O13	4901	537.1619374	537.1613600	1.075	537.1613696	0.018
C25H23O13	4814	531.1149872	531.1144100	1.087	531.1144196	0.018
C26H31O11	4643	519.1877583	519.1871900	1.095	519.1871906	0.001
C24H31O13	4751	527.1775875	527.1770100	1.095	527.1770199	0.019
C25H29O12	4664	521.1670228	521.1664500	1.099	521.1664551	0.010
C24H29O13	4717	525.1619374	525.1613600	1.100	525.1613698	0.019
C26H27O11	4584	515.1564581	515.1558900	1.103	515.1558903	0.001
C24H27O13	4690	523.1462874	523.1457100	1.104	523.1457197	0.019
C23H17O14	4606	517.0629517	517.0623800	1.106	517.0623839	0.008
C24H17O13	4543	513.0680371	513.0674600	1.125	513.0674692	0.018
C24H27O12	4463	507.1513728	507.1508000	1.129	507.1508047	0.009
C23H27O13	4520	511.1462874	511.1457100	1.130	511.1457195	0.019
C22H17O14	4430	505.0629517	505.0623800	1.132	505.0623835	0.007
C23H25O13	4489	509.1306373	509.1300600	1.134	509.1300693	0.018
C24H23O12	4402	503.1200726	503.1195000	1.138	503.1195044	0.009
C24H31O11	4264	495.1877583	495.1871900	1.148	495.1871895	-0.001
C23H17O13	4362	501.0680371	501.0674600	1.152	501.0674687	0.017
C24H29O11	4231	493.1721082	493.1715400	1.152	493.1715393	-0.001
C23H29O12	4296	497.1670228	497.1664500	1.152	497.1664542	0.008
C24H27O11	4200	491.1564581	491.1558900	1.157	491.1558891	-0.002
C22H27O13	4329	499.1462874	499.1457100	1.157	499.1457189	0.018
C25H29O10	4172	489.1771936	489.1766200	1.173	489.1766244	0.009
C23H19O12	4124	487.0887725	487.0882000	1.175	487.0882032	0.007
C21H25O13	4092	485.1306373	485.1300600	1.190	485.1300679	0.016
C23H25O11	3976	477.1408081	477.1402400	1.191	477.1402380	-0.004
C21H23O13	4059	483.1149872	483.1144100	1.195	483.1144176	0.016
C22H23O12	4001	479.1200726	479.1195000	1.195	479.1195027	0.006
C23H23O11	3946	475.1251580	475.1245900	1.195	475.1245877	-0.005
C21H21O13	4029	481.0993372	481.0987600	1.200	481.0987674	0.015
C22H27O11	3805	467.1564581	467.1558900	1.216	467.1558872	-0.006
C21H13O13	3903	473.0367369	473.0361600	1.220	473.0361665	0.014
C21H25O12	3837	469.1357227	469.1351500	1.221	469.1351519	0.004
C22H25O11	3770	465.1408081	465.1402400	1.221	465.1402369	-0.007
C20H23O13	3872	471.1149872	471.1144100	1.225	471.1144166	0.014
C23H27O10	3738	463.1615435	463.1609700	1.238	463.1609722	0.005
C23H25O10	3704	461.1458934	461.1453200	1.244	461.1453219	0.004
C21H27O11	3581	455.1564581	455.1558900	1.248	455.1558861	-0.009
C23H23O10	3662	459.1302434	459.1296700	1.249	459.1296717	0.004
C20H25O12	3620	457.1357227	457.1351500	1.253	457.1351508	0.002
C21H25O11	3545	453.1408081	453.1402400	1.254	453.1402358	-0.009
C21H15O11	3370	443.0625361	443.0619800	1.255	443.0619629	-0.038
C22H27O10	3518	451.1615435	451.1609700	1.271	451.1609711	0.002
C22H25O10	3486	449.1458934	449.1453200	1.277	449.1453208	0.002
C20H15O12	3444	447.0574724	447.0569000	1.280	447.0568996	-0.001
C20H25O11	3343	441.1408081	441.1402400	1.288	441.1402347	-0.012
C20H23O11	3304	439.1251580	439.1245900	1.293	439.1245845	-0.013
C21H17O11	3411	445.0782078	445.0776300	1.298	445.0776348	0.011
C22H27O9	3246	435.1666289	435.1660600	1.307	435.1660550	-0.011
C21H25O10	3275	437.1458934	437.1453200	1.312	437.1453198	-0.001
C22H25O9	3207	433.1509788	433.1504100	1.313	433.1504048	-0.012
C22H23O9	3162	431.1353288	431.1347600	1.319	431.1347546	-0.013
C19H23O11	3071	427.1251580	427.1245900	1.330	427.1245835	-0.015
C18H21O12	3110	429.1044226	429.1038500	1.334	429.1038482	-0.004
C20H25O10	3039	425.1458934	425.1453200	1.349	425.1453188	-0.003
C21H25O9	2975	421.1509788	421.1504100	1.351	421.1504039	-0.015
C20H23O10	3005	423.1302434	423.1296700	1.355	423.1296686	-0.003
C21H23O9	2943	419.1353288	419.1347600	1.357	419.1347537	-0.015
C21H21O9	2900	417.1196787	417.1191100	1.363	417.1191035	-0.016
C17H19O12	2852	415.0887725	415.0882000	1.379	415.0881972	-0.007
C19H25O10	2822	413.1458934	413.1453200	1.388	413.1453180	-0.005
C19H23O10	2785	411.1302434	411.1296700	1.395	411.1296678	-0.005
C20H23O9	2722	407.1353288	407.1347600	1.397	407.1347530	-0.017
C19H21O10	2752	409.1145933	409.1140200	1.401	409.1140177	-0.006
C20H21O9	2682	405.1196787	405.1191100	1.404	405.1191029	-0.018
C20H19O9	2633	403.1040286	403.1034600	1.411	403.1034527	-0.018
C17H19O11	2543	399.0938579	399.0932900	1.423	399.0932818	-0.020
C19H13O10	2579	401.0519931	401.0514200	1.429	401.0514171	-0.007
C19H23O9	2479	395.1353288	395.1347600	1.439	395.1347526	-0.019
C18H21O10	2509	397.1145933	397.1140200	1.444	397.1140172	-0.007
C19H21O9	2446	393.1196787	393.1191100	1.447	393.1191025	-0.019
C19H17O9	2367	389.0883786	389.0878100	1.461	389.0878024	-0.020
C20H23O8	2416	391.1404141	391.1398400	1.468	391.1398380	-0.005
C19H15O9	2319	387.0727285	387.0721600	1.469	387.0721523	-0.020
C20H21O8	2372	389.1247641	389.1241900	1.475	389.1241879	-0.005
C18H21O9	2219	381.1196787	381.1191100	1.492	381.1191025	-0.020
C17H19O10	2249	383.0989433	383.0983700	1.496	383.0983671	-0.008
C16H17O11	2282	385.0782078	385.0776300	1.501	385.0776316	0.004
C19H23O8	2187	379.1404141	379.1398400	1.514	379.1398380	-0.005
C19H21O8	2155	377.1247641	377.1241900	1.522	377.1241880	-0.005
C19H19O8	2114	375.1091140	375.1085400	1.530	375.1085380	-0.005
C16H21O10	2071	373.1145933	373.1140200	1.537	373.1140174	-0.007
C16H19O10	2026	371.0989433	371.0983700	1.545	371.0983674	-0.007
C17H19O9	1962	367.1040286	367.1034600	1.549	367.1034530	-0.019
C19H23O7	1903	363.1454995	363.1449300	1.568	363.1449242	-0.016
C18H21O8	1933	365.1247641	365.1241900	1.572	365.1241886	-0.004
C19H21O7	1862	361.1298494	361.1292800	1.577	361.1292743	-0.016
C16H21O9	1778	357.1196787	357.1191100	1.592	357.1191039	-0.017
C16H19O9	1742	355.1040286	355.1034600	1.601	355.1034541	-0.017
C17H21O8	1712	353.1247641	353.1241900	1.626	353.1241897	-0.001
C17H19O8	1672	351.1091140	351.1085400	1.635	351.1085399	0.000
C18H19O7	1612	347.1141994	347.1136300	1.640	347.1136258	-0.012
C17H17O8	1642	349.0934639	349.0928900	1.644	349.0928901	0.000
C15H19O9	1534	343.1040286	343.1034600	1.657	343.1034556	-0.013
C14H17O10	1570	345.0832932	345.0827200	1.661	345.0827199	0.000
C16H21O8	1495	341.1247641	341.1241900	1.683	341.1241914	0.004
C16H19O8	1456	339.1091140	339.1085400	1.693	339.1085417	0.005
C15H11O9	1382	335.0414284	335.0408600	1.696	335.0408568	-0.010
C16H17O8	1419	337.0934639	337.0928900	1.703	337.0928920	0.006
C17H17O7	1355	333.0985493	333.0979800	1.709	333.0979781	-0.006
C14H17O9	1284	329.0883786	329.0878100	1.728	329.0878082	-0.005
C15H19O8	1259	327.1091140	327.1085400	1.755	327.1085441	0.013
C16H19O7	1201	323.1141994	323.1136300	1.762	323.1136305	0.001
C15H17O8	1227	325.0934639	325.0928900	1.765	325.0928945	0.014
C16H17O7	1171	321.0985493	321.0979800	1.773	321.0979809	0.003
C15H11O8	1128	319.0465138	319.0459400	1.798	319.0459459	0.018
C13H15O9	1067	315.0727285	315.0721600	1.804	315.0721618	0.006
C15H9O8	1088	317.0308637	317.0302900	1.810	317.0302964	0.020
C15H19O7	1021	311.1141994	311.1136300	1.830	311.1136339	0.012
C14H17O8	1044	313.0934639	313.0928900	1.833	313.0928978	0.025
C15H17O7	994	309.0985493	309.0979800	1.842	309.0979845	0.014
C15H15O7	964	307.0828993	307.0823300	1.854	307.0823351	0.017
C15H13O7	930	305.0672492	305.0666800	1.866	305.0666857	0.019
C16H15O6	905	303.0879846	303.0874100	1.896	303.0874219	0.039
C15H17O6	788	293.1036172	293.1030600	1.901	293.1030584	-0.006
C14H17O7	832	297.0985493	297.0979800	1.916	297.0979888	0.030
C13H15O8	851	299.0778139	299.0772400	1.919	299.0772526	0.042
C14H17O6	653	281.1036042	281.1030600	1.936	281.1030509	-0.032
dataset	count	min	max	med.err.BC	avg.err.BC	std.err.BC	med.err.AC	avg.err.AC	std.err.AC
	157	281.10306	643.09407	1.25277677727598	1.31209550943541	0.281467809391439	-0.000313795502513732	-1.80013769207245E-06	0.0134470341681366



Processed files:

Altamaha_PP48_000107-4_p08.xml

Parameters:

<DefaultParameters><InputFilesTab><Adduct></Adduct><Ionization>proton_detachment</Ionization><Charge>1</Charge><UsePreAlignment>True</UsePreAlignment><Calibration><RefPeakFileName>E:\SDU\0.source\chem\Formularity_Program\NOM_neg_2.ref</RefPeakFileName><Regression>quadratic</Regression><RelFactor>1000000</RelFactor><StartTolerance>5</StartTolerance><EndTolerance>0.05</EndTolerance><PeakFilters><MinSToN>4</MinSToN><MinRelAbun>0.01</MinRelAbun><MaxRelAbun>1</MaxRelAbun></PeakFilters></Calibration></InputFilesTab><CiaTab><UseAlignment>True</UseAlignment><AlignmentTolerance>1</AlignmentTolerance><CiaDBFilename>E:\SDU\0.源码\Formularity_Program\CIA_DB_2016_11_21.bin</CiaDBFilename><StaticPpmDynamicStdDevError>False</StaticPpmDynamicStdDevError><StdDevErrorGain>1</StdDevErrorGain><FormulaTolerance>1</FormulaTolerance><DBMassLimit>500</DBMassLimit><FormulaScore>MinNSPAndError</FormulaScore><UseKendrick>True</UseKendrick><UseC13>True</UseC13><C13Tolerance>1</C13Tolerance><UseFormulaFilters>True</UseFormulaFilters><ElementalCounts>True</ElementalCounts><ValenceRules>True</ValenceRules><ElementalRatios>True</ElementalRatios><HeteroatomCounts>True</HeteroatomCounts><PositiveAtoms>True</PositiveAtoms><IntegerDBE>False</IntegerDBE><SpecialFilter>Water</SpecialFilter><UserDefinedFilter>N&lt;=3 AND P&lt;=2 AND S&lt;= 1</UserDefinedFilter><UseRelation>True</UseRelation><MaxRelationGaps>2</MaxRelationGaps><UseBackward>False</UseBackward><RelationErrorType>AMU</RelationErrorType><RelationError>2E-05</RelationError><FormulaBuildingBlocks><CH2>True</CH2><CH4O-1>False</CH4O-1><H2>False</H2><C2H4O>False</C2H4O><CO2>False</CO2><C2H2O>False</C2H2O><O>False</O><HN>False</HN><CH2O>False</CH2O></FormulaBuildingBlocks><Output><GenerateReports>False</GenerateReports><Error>Signed</Error></Output></CiaTab><IpaTab><IpaDBFilename>F:\Documents\Projects\NikolaTolic\Formularity\Documents\IPA_DB_MTW_Cl_8_3.txt</IpaDBFilename><MassTol>1</MassTol><MajorPeaksMinSToN>1</MajorPeaksMinSToN><MinorPeaksMinSToN>1</MinorPeaksMinSToN><MatchedPeakReport>True</MatchedPeakReport><MinPeakProbabilityToScore>0.001</MinPeakProbabilityToScore><DbFilter>r/O</DbFilter></IpaTab></DefaultParameters>

